state_code,state_name,bill_name,keep,source,summary
MO,Missouri,SB39,1,,"This act prohibits a private school, public school district, public charter school, or public or private institution of postsecondary education from allowing any student to compete in an athletic competition that is designated for the biological sex opposite to the student's biological sex as stated on the student's official birth certificate or other government record as described in the act. The act delineates what constitutes an acceptable official birth certificate. A private school, public school district, public charter school, or public or private institution of postsecondary education may allow a female student to compete in an athletic competition designated for male students if no corresponding competition for female students is offered or available. Any private school, public school district, public charter school, or public or private institution of postsecondary education that violates this act shall not receive any state aid or other revenues from the state. The parent or guardian of any student, or any student who is over eighteen years old, who is deprived of an athletic opportunity as a result of a violation of the act shall have a cause of action for injunctive or other equitable relief as described in the act."
MO,Missouri,SB236,0,,"NA, Combined with SB49"
MO,Missouri,SB165,1,,"Every interscholastic or intramural athletic team sponsored by certain public or private elementary, secondary and postsecondary schools shall be expressly designated as male, female, or coeducational. No athletic team designated for females shall be open to students of the male sex as assigned at birth. Any student that is deprived of an athletic opportunity or suffers harm as a result of a violation of this act, or is subject to retaliation or adverse action by a school as a result of reporting a violation, shall have a cause of action for injunctive relief and damages as described in the act. Every public school locker room and shower room which is accessible by multiple students at the same time shall be designated for and used only by students of the same biological sex. A student that asserts that his or her gender is different from his or her biological sex shall be provided with an alternative locker room or shower room as provided in the act."
MO,Missouri,HB489,1,,"No public school district or public charter school receiving public funds shall require for a student, as a condition of enrollment, attendance of event or activity, or any other reason, to: (1) Receive a COVID-19 vaccination; (2) Receive a dose of messenger ribonucleic acid; (3) Receive any treatment or procedure intended or designed to edit or alter human deoxyribonucleic acid or the human genome; or (4) Have placed under the student's skin any mechanical or electronic device. These restrictions also apply to individuals in a government position such as judge or judicial officer, public official, peace officer, or person appointed by the Governor acting in an official capacity."
MO,Missouri,HB1157,1,,"This bill prohibits any medical professional from being required to perform or participate in any medical procedures related to sex reassignment surgery or gender identity transitioning if such procedures are contrary to their moral, ethical, or religious beliefs. No cause of action shall accrue against any medical professional that refuses to participate in such procedures based on the reasoning explained above. No person or institution shall be denied or discriminated against in the receipt of any public benefit on the grounds that the person or institution refuses to participate in such procedures."
MO,Missouri,SB390,1,,This act establishes that classroom instruction relating to gender identity or sexual orientation may not occur in kindergarten through third grade or in a manner that is not age appropriate or developmentally appropriate.
MO,Missouri,HB498,1,,"This bill amends the definition of ""sexually oriented business"" to include any nightclub, bar, restaurant, or similar commercial enterprise that provides to an audience a drag performance, meaning a performance in which a performer exhibits a gender different from the biological sex as assigned at birth."
MO,Missouri,SB49,1,,"Under this act, no health care provider shall perform gender transition surgeries on any minor. Until August 28, 2027, no health care provider shall prescribe or administer cross-sex hormones or puberty-blocking drugs to a minor for a gender transition, unless such minor was receiving such treatment prior to August 28, 2023. A violation of these provisions shall be considered unprofessional conduct and shall result in the revocation of the health care provider's professional license. Additionally, the prescription or administration of cross-sex hormones or puberty-blocking drugs to a minor for a gender transition shall be grounds for a cause of action against the health care provider, as described in the act. Finally, the MO HealthNet program shall not cover gender transition surgeries, cross-sex hormones, or puberty-blocking drugs for the purpose of a gender transition and health care services provided in prisons, jails, and correctional centers shall not include gender transition surgeries"
MO,Missouri,SB48,1,,"No athletic team or sport designated for biological females, as defined in the act, shall be open to students that are biological males, as defined in the act. No governmental entity, licensing or accrediting organization, or athletic association or organization shall take any adverse action, as described in the act, against a school for maintaining separate interscholastic or intramural athletic teams or sports for students that are biological females. No public or private middle school or high school or a public or private institution of postsecondary education that has biological males playing biological female   s sports shall be eligible for money appropriated by the General Assembly."
MO,Missouri,HB463,1,,"This bill provides that no physician or other health care provider may provide gender transition procedures, as defined, to any individual under 18 years of age and shall not refer any individual under 18 years of age to any other health care provider for gender transition procedures. Any physician or health care provider who willfully and knowingly provides or assists in the provision of gender transition procedures in violation of the provisions of this bill shall have his or her license, application for license, or authority to practice rejected or revoked by his or her respective licensing board. The provision of gender transition procedures to an individual under 18 years of age in violation of the provisions of this bill shall be grounds for a cause of action against the health care provider as a tort action for personal injury or death based on improper health care under Chapter 538, RSMo."
MO,Missouri,HB1332,1,,"Beginning January 1, 2024, this bill imposes a tax on the endowment of an institution of higher learning that: (1) Is affiliated with, or provides medical faculty to, any abortion facility; (2) Offers specific medical residencies or fellowships that offer training in performing or inducing abortions; (3) Supports in any manner any abortion facility where abortions are performed or induced when not necessary to save the life of the mother; or (4) Performs gender transition procedures on minor children or offers specific training in performing gender transition procedures on minor children."
MO,Missouri,SB42,0,,"NA, Combined with SB42"
MO,Missouri,HB1258,1,,"This bill would require public schools to adopt a policy that would prohibit the use of a pronoun for a student that did not align with such student's biological sex as indicated on the student's birth certificate, unless written permission from the student's parent was received. The bill restricts schools from requiring any employee or independent contractor from using a pronoun for a student that is different from that student's biological sex if doing so is contrary to the employee's or contractor's religious or moral convictions."
MO,Missouri,HB337,1,,"This bill defines ""sex"" as, the two main categories of male and female into which individuals are divided based on an individual's reproductive biology at birth and the individual's genome. The bill prohibits public school districts and charter schools from allowing a student to participate in a sport designated for the opposite sex as determined by the student's official birth certificate, or if unobtainable, another government record. However, a school district can allow a female student to compete in an athletic competition designated for male students if there is no such competition designated for female students available. The bill clarifies that biological sex is only correctly stated on birth certificates if it was entered at or near the time of birth or modified to correct scrivener's error."
MO,Missouri,HB1333,0,,"NA, does not match our topic"
MO,Missouri,HB419,1,,"Under the provisions of this bill, no physician or health care professional shall provide, nor shall any health care institution facilitate, gender transition procedures, as defined, to any individual under 18 years of age. No person or entity, including state, federal, or foreign governments, shall knowingly engage in conduct that aids or abets the performance or inducement of gender transition procedures on any individual under 18 years of age. No public funds may be directly or indirectly used, granted, or distributed to any entity or organization that provides gender transition procedures to any individual under 18 years of age or to an individual in the custody of a prison or correctional facility."
MO,Missouri,HB75,1,,"This bill prohibits public schools and institutions of higher education from requiring students to engage in any form of mandatory gender or sexual diversity training or counseling. The bill also prohibits public school employees and employees of institutions of higher education from requiring or making as a part of a course specified concepts including but not limited to: one race or sex is inherently superior to another race or sex; an individual's moral character is necessarily determined by the individual's race or sex; and an individual should feel discomfort, guilt, anguish, or any other form of psychological distress on account of the individual's race or sex."
MO,Missouri,HB732,0,,"NA, does not match our topic"
MO,Missouri,HB183,1,,"This bill defines ""sex"" as, the two main categories of male and female into which individuals are divided based on an individual's reproductive biology at birth and the individual's genome. The bill prohibits public school districts and charter schools from allowing students grade six to 12 and public and private postsecondary educational institutions from allowing any student to compete in an athletics competition designated for the opposite sex, as determined by the student's official birth certificate, or if unobtainable, another government record. However, a female student may be allowed to compete in an athletics competition designated for male students if there is no such athletics competition for female students offered. The bill clarifies that biological sex is only correctly stated on birth certificates if it was entered at or near the time of birth or modified to correct scrivener's error."
MO,Missouri,SB497,1,,"This act prohibits any school district or charter school, or its personnel or agents, from providing course materials or instruction to students on gender identity or gender reassignment procedures."
MS,Mississippi,SB2883,1,,This bill criminalizes the sterilization or facilitation of the sterilization of a child chemically or physically as felonious child abuse.
MS,Mississippi,HB1074,1,,"This bill provides that policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny and requires any public school, school district, state or local agency, department or office that collects vital statistics for the purpose of complying with anti-discrimination laws or for the purpose of gathering accurate public health, crime, economic or other data to identify each individual who is part of the collected data set as either male or female at birth."
MS,Mississippi,HB1125,1,,"This bill creates the ""regulate experimental adolescent procedures (reap)"" act for any person under eighteen years of age. The bill prohibits the direct or indirect use, grant, payment or distribution of public funds to any entity, organization or individual that provides gender transition procedures to a person under eighteen years of age. The bill provides that health care services furnished in a state or locally-owned health care facility or by a physician or other health care professional employed by the state or local government shall not include gender transition procedures for a person under  eighteen years of age. The bill also provides that amounts paid during a taxable year for provision of gender transition procedures or as premiums for health care coverage that includes coverage for gender transition procedures are not deductible under the state income tax laws."
MS,Mississippi,HB1127,1,,"This act, known as the Mississippi save adolescents from experimentation (safe) act, provides legislative findings regarding the risks of gender transition procedures for minors. The act prohibits physicians and other health care professionals from providing gender transition procedures to any person under eighteen years of age and prohibits physicians and other health care professionals from referring any person under eighteen years of age to any health care professional for gender transition procedures. The act provides for certain exceptions to those prohibitions. The bill prohibits the direct or indirect use, grant, payment or distribution of public funds to any entity, organization or individual that provides gender transition procedures to a person under eighteen years of age. The bill provides that health care services furnished in a state or locally-owned health care facility or by a physician or other health care professional employed by the state or local government shall not include gender transition procedures for a person under eighteen years of age"
MS,Mississippi,HB1126,1,,"This act restricts transgender medical procedures for any person under twenty-one years of age and prohibits the administration of or the assistance in the administration of cross sex hormones or puberty blocking drugs. The act also prohibits the performance of gender reassignment surgery and prohibits physicians and other health care professionals from providing gender transition procedures or gender reassignment surgery to any person under twenty-one years of age. The bill prohibits physicians and other health care professionals from referring any person under a certain age to any health care professional for gender transition or gender reassignment procedures. This bill also prohibit parents, guardians or persons responsible for the care of a person under a certain age from consenting to or providing puberty-blocking drugs, cross sex hormones"
MS,Mississippi,HB576,1,,"This act would be known as the Mississippi help not harm act which prohibits any person from knowingly performing or providing gender reassignment surgery or services to a minor and provides that any licensed medical professional who performs or provides gender reassignment surgery or services to a minor shall have his or her license revoked. The act provides a private cause of action against a physician, osteopath, hospital, prescribing caregiver, clinic and any other health care facility for injuries arising out of the course of medical, surgical or other professional services related to the performance of gender reassignment surgery or services. The act provides that this claim must be brought within thirty years from the date that the alleged act occurred and authorizes the attorney general to bring an action to enforce compliance with this section"
MS,Mississippi,HB1144,1,,"This act creates the Title IX preservation act which provides interpretation and clarification of certain terms relating to Title IX of the federal code. The act provides that policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny and requires any public school, school district, state or local agency, department, or office that collects vital statistics for the purpose of complying with anti-discrimination laws or for the purpose of gathering accurate public health, crime, economic or other data to identify each individual who is part of the collected data set as either male or female at birth."
MS,Mississippi,HB1258,1,,"This bill prohibits the administration of or the assistance in the administration of cross sex hormones or puberty blocking drugs for persons under twenty-one years of age. The bill prohibits the performance of gender reassignment surgery and prohibits physicians and other health care professionals from providing gender transition procedures or gender reassignment surgery to any person under twenty-one years of age. The legislation also prohibits physicians and other health care professionals from referring any person under a certain age to any health care professional for gender transition or gender reassignment procedures. The bill prohibits parents, guardians or persons responsible for the care of a person under a certain age from consenting to or providing puberty-blocking drugs, cross sex hormones"
MS,Mississippi,SB2820,1,,"This bill provides parents of public school students certain rights related to their child's education, including the right to review a syllabus, curriculum and teacher-training materials and meet with the teacher to discuss course content. The bill requires public schools to adopt procedures to ensure that a parent provides written permission before their child participates in identity curriculum or critical theory curriculum and allow parents to exempt their child from any specific lessons that are objectionable to the family. The bill directs public schools to hold a curriculum night to allow parents to review the curriculum and meet with teachers and staff and provides parental access to certain school district records concerning their child."
MS,Mississippi,SB2058,0,,"NA, does not match our topic"
MS,Mississippi,HB1489,1,,"This bill establishes the ""families' rights and responsibilities act of 2023 to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest. The bill provides that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof. The bill prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent. The bill requires the board of education of a school district to develop and adopt a policy to promote the involvement of parents of children enrolled in the district's schools."
MS,Mississippi,HB1480,1,,"This bill establishes the ""parents' bill of rights act of 2023"" to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest. The bill provides that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof. The bill provides that abuse or neglect of a child by a parent or the action or decision of a parent that would end life are not authorized by this act and prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent"
MS,Mississippi,HB509,1,,"This bill establishes the ""families' rights and responsibilities act of 2023"" to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest. The bill provides that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof. The bill also provides that abuse or neglect of a child by a parent or the action or decision of a parent that would end life are not authorized by this act. The bill prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent"
MS,Mississippi,SB2765,1,,This bill provides that the local school board in consultation with parents and teachers shall develop and adopt a policy to promote the involvement of parents of children enrolled in the public schools. The bill requires public schools to adopt procedures to ensure that a parent provides written permission before their child participates in identity curriculum or critical theory curriculum and allow parents to exempt their child from any specific lessons that are objectionable to the family. The bill requires parental consent for medical and mental health care.
MS,Mississippi,HB456,1,,This bill revises the definition of child abuse to include gender reassignment.
MS,Mississippi,SB2773,1,,This bill enacts the defense of Title IX act to provide that policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny.
MS,Mississippi,SB2770,1,,This bill prohibits gender reassignment surgery from being performed upon a minor and criminalizes any person that performs a gender reassignment surgery upon a minor for the purpose of assisting a minor with a gender transition. This bill provides that the performance of a gender reassignment surgery upon a minor by a medical professional shall be unprofessional conduct and requires a medical professional's licensing or certifying board to revoke the licensure of the medical professional if it was determined that a gender reassignment surgery was performed upon a minor. The bill provides a civil penalty for any medical professional who performs a gender reassignment surgery upon a minor
MS,Mississippi,SB2764,1,fast democracy,"This bill provides that the local school board of every public school district and public charter school shall adopt a procedure for notifying the parent of a student enrolled in the school regarding mental, emotional and physical health of the student and available health-related services. The bill provides for parental consent for such services and authorizes student well-being questionnaires. The bill prohibits school personnel from providing or allowing a third party to provide instruction regarding sexual orientation or gender identity to students enrolled in k-12 in a manner that is not age or developmentally appropriate. The legislation authorizes dismissal or suspension for a certified teacher who does not comply with the provisions of this act relating to sexual orientation or gender identity."
MS,Mississippi,HB1476,1,fast democracy,"This bill establishes the ""families' rights and responsibilities act of 2023""; to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest; to provide that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof; to provide that abuse or neglect of a child by a parent or the action or decision of a parent that would end life are not authorized by this act. The bill prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent; to require the board of education of a school district to develop and adopt a policy to promote the involvement of parents of children enrolled in the district's schools. The bill requires parents to submit a written or electronic request for the child's information to the school principal or the superintendent of the school district and requires the school principal or superintendent to provide the requested information to the parents within ten days of receiving the request, or submit to the parent a written explanation of the reasons for the denial of the requested information"
MS,Mississippi,SB2076,1,fast democracy,This bill enacts the title ix preservation act to provide that policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny. The bill requires the state or a local governmental entity to disaggregate the data of individuals by sex based on the biological sex of individuals at birth when the state or local governmental entity gathers the data of individuals that is disaggregated by sex.
MS,Mississippi,HB1124,1,fast democracy,"This bill prohibits any person from knowingly performing or providing gender reassignment surgery or services to a minor and provides that any licensed medical professional who performs or provides gender reassignment surgery or services to a minor shall have his or her license revoked. The bill provides a private cause of action against a physician, osteopath, hospital, prescribing caregiver, clinic and any other health care facility for injuries arising out of the course of medical, surgical or other professional services related to the performance of gender reassignment surgery or services. The bill also provides that this claim must be brought within thirty years from the date that the alleged act occurred and authorizes the attorney general to bring an action to enforce compliance with this section"
MS,Mississippi,SB2864,1,fast democracy,This bill prohibits the division of Medicaid from reimbursing any entity for part or all of the costs of care and services rendered for gender reassignment surgery or services. The bill also prohibits health coverage plans that are funded wholly or in part by state funds or state-employee contributions from reimbursing or authorizing payment of part or all of the costs of care and services rendered by any entity for gender reassignment surgery or services.
MS,Mississippi,SB2861,1,fast democracy,This bill prohibits a health coverage plan under an insurance policy or other plan providing healthcare coverage in this state from being required to provide coverage for any gender reassignment surgery or service.
MS,Mississippi,SB2760,1,fast democracy,"This bill enacts the Mississippi help not harm act to prohibit any person from knowingly performing or providing gender reassignment surgery or services to a minor; to prohibit any person from knowingly engaging in conduct that aids or abets in gender reassignment surgery or services being performed on or provided to a minor. The bill provides that any licensed medical professional, including, but not limited to, a physician, osteopath, physician assistant, nurse practitioner or nurse who performs or provides gender reassignment surgery or services to a minor shall have their license revoked. The bill also provides a private cause of action against a physician, osteopath, hospital, prescribing caregiver, clinic or any other health care facility for injuries arising out of the course of medical, surgical or other professional services related to the performance of gender reassignment surgery or services. The bill provides that this claim must be brought within 30 years from the date the alleged act occurred and provides that the attorney general may bring an action to enforce compliance with the act"
MT,Montana,SB458,1,fast democracy,This bill defines sex in Montana law as based on reproductive systems designated at birth and restricts student athletic teams in public schools or public institutions of higher education to their designated sex.
MT,Montana,SB413,1,fast democracy,"This act revises the requirements for human sexuality instruction in public schools by prohibiting schools from providing human sexuality instruction to students in grade 5 or below and prohibiting schools from providing instruction to any student about gender identity, gender expression, sexual orientation, or sexual relationship. The act revises the definition of ""human sexuality instruction."""
MT,Montana,SB337,1,fast democracy [bill synopsis],"This bill generally revises laws involving parental rights and provides for parent involvement in education. The bill provides that parents may withdraw their child from harmful school instruction and that parents shall provide prior consent if they want their child to receive school instruction regarding human sexuality. Additionally, the bill provides that parents may have their child excused from school attendance for religious purposes and establishes additional parental rights and responsibilities, providing that, except for law enforcement, employees of governmental entities are prohibited from withholding certain information from parents."
MT,Montana,HB303,1,fast democracy [bill synopsis],"This bill provides protections for medical practitioner, health care institution, and health care payer actions based on conscience. A medical practitioner has the right not to participate in a health care service that violates the medical practitioner's conscience. A health care institution may not be held liable for the exercise of conscience not to participate in a health care service by a medical practitioner."
MT,Montana,HB837,1,fast democracy [bill synopsis],This bill establishes the Transparency in Education act requiring school districts to make instructional materials available for review and to notify parents of their right to be involved and make decisions about their child's education. The act requires school districts to provide parents access to their child's educational records and prohibits school employees from withholding information about a child from the child's parents. The bill also requires a parental opt-in for instruction on certain topics.
MT,Montana,SB518,1,fast democracy [bill synopsis],"This act provides that parents may withdraw their child from certain school instruction, including for religious purposes, establishing additional parental rights and responsibilities. With certain exceptions, employees of governmental entities are prohibited from withholding certain information from parents. "
MT,Montana,HB359,1,fast democracy [bill synopsis],This act prohibits minors from attending drag shows and prohibits minors from entering sexually oriented businesses. The act prohibits drag performances in libraries or schools that receive state funding and provides other definitions and penalities.
MT,Montana,SB99,1,fast democracy [bill synopsis],"This act creates the youth health protection act which prohibits certain medical and surgical treatments to treat minors with gender dysphoria. The act also prohibits public funds, programs, property, and employees from being used for these treatments and provides that a health care professional who violates this law commits professional misconduct. The bill provides a private cause of action and prohibits discharge of professional liability via insurance."
NC,,H43 (HB 43),1,fast democracy [bill synopsis],This act prohibits certain hormones and surgeries on when prescribed to or performed on minors.
NC,,S585,1,fast democracy [bill synopsis],"THIS BILL PROHIBITS ADULT CABARET PERFORMANCES ON PUBLIC PROPERTY AND IN PLACES WHERE SUCH A PERFORMANCE CAN BE VIEWED BY MINORS, AND TO DEFINE NECESSARY TERMS."
NC,,S49,1,north carolina general assembly - bill analysis,"This bill would prohibit health care practitioners from providing, soliciting, or arranging treatment for minors without first obtaining written consent from parents, except as otherwise provided in the Article. Health care facilities would also be prohibited from allowing treatment of minors without written consent from parents. Violations of the section by a health care practitioner would be subject to disciplinary action by the governing licensure board, including a fine of up to $5,000."
ND,,SB2231,1,,This bill relates to preferred pronoun discriminatory practices and school policies on expressed gender.
ND,,HB1333,1,,This bill relates to restrictions on adult-oriented performances as well as state pre-emption of local laws regulating obscenity.
ND,,HB1205,1,,This bill relates to prohibiting public libraries from maintaining explicit sexual materia.
ND,,HB1488,1,,"This bill relates to permission for a student to participate in extracurricular activities, cocurricular activities, and clubs."
ND,,SB2188,1,,"This bill relates to requiring parental consent for minors' health care services, fundamental parental rights, a school district's obligation to notify parents of their rights related to education, and data collection."
ND,,SB2260,1,,"This bill relates to fundamental parental rights, parental involvement in education, and parental right to consent to medical treatment of the parent's child."
ND,,HB1301,1,,This bill relates to prohibiting medical gender transitioning procedures on a minor.
ND,,HB1522,1,,This bill relates to preferred pronouns and providing accommodations to a transgender student.
ND,,HB1489,1,,"This bill relates to requiring institutions of higher education designating athletic teams and sports for male, female, or coed participation."
ND,,HB1111,0,,NA; not related
ND,,HB1526,1,,"This bill relates to school discrimination, parental rights and involvement in school, curbing of social emotional learning, and the review and recommendation of instructional materials. The bill also relates to the definition of a discriminatory practice and reproductive health education requirements."
ND,,HB1139,0,,"This bill relates to required elements of birth records and includes the legal definition of ""sex"" to mean the biological state at birth based on sex organs"
ND,,HB1254,1,,This bill prohibits certain practices against a minor.
ND,,HB1297,1,,This bill relates to the correction or amendment of birth records and prohibits the sex designation on a birth record to change.
ND,,HB1249,1,,"This bill requires schools to designate their athletic teams and sports for male, female, or coed participation and limitations on use of governmental property for athletic events."
ND,,HB1474,1,,"This bill relates to the definition of female, male, sex, and scrap metal dealer."
ND,,HB1473,1,,"This bill relates to the use of restrooms, locker rooms, and shower rooms in a dormitory or living facility controlled by the state board of higher education, a correctional facility, the North Dakota youth correctional center, and the penitentiary exclusively for males and females."
NE,,LB371,1,,This bill prohibits an individual under nineteen years of age or under twenty-one years of age from being present at a drag show as prescribed
NE,,LB575,1,,This bill adopts the Sports and Spaces Act which designates each group bathroom and locker room in a school building to only be used by biological females or biological males.
NE,,LB810,0,,
NE,,LB574,0,,
NH,,HB417,0,,
NH,,SB272,0,,
NH,,HB396,0,,
NH,,HB619,0,,
NJ,,S589,0,,
NJ,,A1630,0,,
NJ,,S585,0,,
NJ,,A328,0,,
NJ,,S3076,0,,
NJ,,A1418,0,,
NM,,HB492,0,,
NV,,SB228,0,,
NV,,AB374,0,,
OH,,HB68,0,,
OH,,SB83,0,,
OH,,HB8,0,,
OH,,HB6,0,,
OK,,SB614,1,oklegislature.gov,"This bill requires abortion facilities in the state to conspicuously post a sign warning patients about certain risks associated with mifepristone if certain actions are not taken. The sign must be posted in the waiting room in the case of freestanding clinics and the patient admission area used by patients where abortions are performed in hospitals. Physicians must also inform patients of the possibility to reverse the process 24 hours before the procedure is performed. Physicians must also issue discharge information containing the same information as required by the sign. In medical emergencies, the physician must inform the patient that, in their judgement, an abortion is necessary and must be implemented immediately. The State Department of Health will be required to maintain the content of the required signage and content highlighting the reversibility of the procedure on the Department’s website. Persons who are convicted of recklessly violating the provisions of this measure are guilty of a felony and subject to a fine of $10,000.00. Each day a clinic or person conducts an abortion without the necessary signage constitutes a separate offense. Such persons will also be liable for civil damages from the father of the child, mother of the child, or legal guardian when the patient is a minor. The shall rule whether the anonymity of any female upon whom an abortion has been performed or attempted shall be preserved from public disclosure if she does not give her consent to such disclosure."
OK,,SB786,1,oklegislature.gov,"This bill prohibits any physician or other healthcare professional from providing hormone therapy or puberty blocking drugs to persons under the age of 18 unless such drugs are medically necessary. Gender transition shall not constitute medical necessity. A person may bring an action against a physician or other healthcare professional who provided hormone therapy to the person or prescribed to the person a puberty blocking drug if the hormone therapy or puberty blocking drug caused the person to not be able to enjoy the natural reproductivity functions of childbearing and rearing that the person would have enjoyed if not for the hormone therapy or puberty blocking drug. The measure provides that there shall be a rebuttable presumption that the plaintiff, based solely on his or her age, would be capable of bearing children if not for the hormone therapy or puberty blocking drug."
OK,,SB252,1,oklegislature.gov,"This bill prohibits any person under the age of 18 from undergoing gender reassignment medical treatment. The measure provides that any provider found to have violated the provisions of this measure shall be subject to professional discipline by the State Board of Medical Licensure and Supervision, the State Board of Osteopathic Examiners, or the applicable health care professional licensing board, up to and including suspension or revocation of any license or certification required to practice. The measure defines gender reassignment medical treatment."
OK,,HB2736,0,,
OK,,SB788,0,,
OK,,HB1377,0,,
OK,,HB2186,1,oklegislature.gov,"This bill makes it unlawful for a person to engage in an adult cabaret performance which is harmful to minors or to organize or authorize the viewing of an adult cabaret performance which is harmful to minors on public property or in a location where the adult cabaret performance could be viewed by a minor. Violations are a felony punishable by imprisonment with the Department of Corrections for not less than 30 days nor more than 2 years, a fine of not less than $500 nor more than $20,000 or both fine and imprisonment. Persons who organize or authorize such an event on public property may also be charged with a crime. Violation is a misdemeanor, punishable by up to 1 year in the county jail, a fine of not less than $500 nor more than $1,000 or both fine and imprisonment."
OK,,SB937,0,,
OK,,SB26,0,,
OK,,HB2177,0,,
OK,,SB131,0,,
OK,,SB935,0,,
OK,,SB1007,0,,
OK,,SB30,0,,
OK,,SB129,0,,
OK,,HB1449,0,,
OK,,SB345,0,,
OK,,SB787,0,,
OK,,SB250,0,,
OK,,SB973,0,,
OK,,SB789,0,,
OK,,SB878,0,,
OK,,SB1017,0,,
OK,,HB1466,0,,
OK,,SB887,0,,
OK,,HB1011,0,,
OK,,SB404,0,,
OK,,SB613,0,,
OK,,SB933,0,,
OK,,SB932,0,,
OK,,SB408,0,,
OK,,HB1781,0,,
OK,,SB943,0,,
OK,,SB1004,0,,
OK,,HB1780,0,,NA-withdrew
OR,,HB3044,1,fast democracy,"This bill directs district school boards to adopt procedures for notifying parents of specified information. Prohibits classroom instruction on sexual orientation and gender identity, absent parental consent, before fourth grade. Requires parental consent before administering specified questionnaire or health screening form. Directs State Board of Education to adopt procedure for parents to report concerns regarding school district's implementation of requirements. Requires health care providers to notify parents of minors when minors consent to specified medical treatments without parental consent. Directs health care provider who declines to disclose information to minor's parents due to provider's concerns regarding abuse of minor to immediately report suspected child abuse. Modifies definition of ""personal representative"" for purposes of access to minor's protected health information to include minor's parent or legal guardian. Takes effect on 91st day following adjournment sine die."
OR,,SB453,1,fast democracy,This bill requires school districts to designate athletic competitions and extracurricular sports according to biological sex. Prohibits biological males from participating in athletic competitions or extracurricular sports designated for biological females. Provides causes of action for students and school districts.
OR,,HB2477,1,fast democracy,"This bill prohibits district school boards from adopting specified procedures relating to parental notification. Prohibits classroom instruction on sexual orientation and gender identity, absent parental consent, before fourth grade. Prohibits school district from providing health care services if parent withholds consent or declines specified health care service. Requires parental consent before administering specified questionnaire or health screening form. Directs State Board of Education to adopt procedure for parents to report concerns regarding school district's implementation of requirements."
OR,,SB749,1,fast democracy,"This bill prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male."
OR,,HB2186,1,fast democracy,"This bill prohibits athletic organizations from designating, classifying, naming or categorizing as specific for females certain athletic activities for which participation is permitted by persons whose biological sex is male."
OR,,SB897,1,fast democracy,"This bill prohibits Department of Corrections from paying for or providing, directly or indirectly, gender-affirming care to individuals in custody of correctional facility in this state."
OR,,SB452,1,fast democracy,This bill prohibits physicians from performing irreversible gender reassignment surgery on minor. Creates exceptions.
PA,,HB216,1,fast democracy,"This bill provides for sport activities in public institutions of higher education and public school entities to be expressly designated male, female or coed and creates causes of action for harms suffered by designation."
PA,,HB138,1,fast democracy,"This legislation extends the statute of limitations for civil actions brought by individuals who underwent gender affirmation treatment as minors. If an individual entitled to bring a civil cause of action arising from gender affirmation treatment is a minor at the time the cause of action accrues, this legislation will permit that individual to file a cause of action prior to his or her 30th birthday."
