,bill_id,model_summary
312,UT SB97,"['This bill prohibits the state of israel from announcing a boycott of the state of israel or ii . The bill prohibits the state of israel from announcing a boycott of the state of israel or ii .', 'er this bill repeals section g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . g title . .']"
313,VA HB2432,"['the code of virginia is amended and reenacted and that the code of virginia is amended and reenacted. The code of virginia is amended and reenacted by adding section numbered as follows minor students experiencing gender in congruence parental notification of certain expressions and requests and parental permission for certain plans required as used in this section gender in congruence means difference between an individuals biological sex and such individuals perceived or desired gender beach public elementary or secondary school principal or his designees hall as', 'a parent or other person with legal authority for the child who refuses particular medical treatment for child with life threatening conditions is deemed refuse to provide necessary care if such decision is made jointly by the parents or other person with legal authority and the child ii the child has reached years of age and is sufficiently mature to have an informed opinion on his medical treatment . a parent or other person with legal authority for the child who refuses particular medical treatment for child with life threatening conditions is deemed refuse to provide necessary care if such', 'a child is neglected child upon the ground of abandonment adoptive home means any family home selected and approved by parent local board or licensed child placing agency for the placement of child with the intent of adoption adoptive placement means arranging for the care of child who is in the custody of child placing agency in an approved home for the purpose of adoption adult abuse means the willful infliction of physical pain injury or mental anguish or unreasonable confinement of an adult as defined in adult daycare center means any facility that is either operated for profit or', 'Adult neglect means that an adult as defined in is living under such circumstances that he is notable to provide for himself or is not being provided services necessary to maintain his physical and mental health . the failure to receive such necessary services impairs or threatens to impair his wellbeing .', 'auxiliary grants means cash payments made to certain aged blind or disabled individuals who receive benefits under title xvi of the social security act as amended. These grants are made to certain age blind or disabled individuals who receive these benefits except for excess income birth family or birth sibling means the childs biological family or biological sibling birth parent means the childs biological parent and for purposes of adoptive placement means parents by previous adoption board means the state board of social services child means any natural person who is under years of age or ii for purposes of the ', ""the virginia energy assistance program provides a federal funded kinship guardianship assistance program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a program that provides a child's fictive kin to the child and the a . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."", ""a child is a child's legal guardian and is a child's legal guardian . a child is a child's legal guardian and is a child's legal guardian . a child is a child's legal guardian and is a child's legal guardian ."", 'a child is a parent or a parent of a child who has formerly acted as the childs foster parent. The child is a parent or a parent of a child who has formerly acted as the childs foster parent. The child is a parent or a parent of a child who has formerly acted as the childs foster parent.', ""a qualified assessor is a licensed professional or licensed clinician who is not an employee of the local board of social services or licensed child placing agency that placed the child in qualified residential treatment program. The program provides a comprehensive assessment of the strengths and needs of the child and provides a comprehensive assessment of the child's needs. The program provides a comprehensive assessment of the child's strengths and needs and provides a comprehensive assessment of the child's strengths and needs."", 'a state funded kinship guardianship assistance program provides payments to eligible individuals who have received custody of relative child subject to kinship guardianship assistance agreement developed in accordance with supervised independent living setting. The program provides payments to eligible individuals who have received custody of relative child subject to kinship guardianship assistance agreement developed in accordance with supervised independent living setting. The program provides payments to eligible individuals who have received custody of relative child subject to kinship guardianship assistance agreement developed in accordance with supervised independent living', 'security act as amended and administered by the department through which foster care is provided on behalf of qualifying children. The act is administered by the department through which foster care is provided on behalf of qualifying children.']"
314,VA SB1186,"['the code of virginia is amended and reenacted and that the code of virginia is amended and reenacted. The code of virginia is amended and reenacted by adding sections numbered and as follows public middle school students hall be participant on or tryout for any school interscholastic intramural or club athletic team or squad with predetermined roster regular practices and scheduled competitions with other middle schools sport sponsored by public school unless such student has submitted to the school principal signed report from an athletics eligibility', 'This bill prohibits any student who is deprived of an athletic opportunity or suffers any director direct harm as result of school knowingly violating this section or ii subject to retaliation or other adverse action by such school athletic association or organization . this bill prohibits any student whose biological sex is male and prohibits any student from participating in or competing in any intercollegiate intramural or club athletic team or sport sponsored by such institution of higher education.', 'a student who is deprived of an athletic opportunity or suffers any director indirect harm as result of knowing violation of this section is deemed unconstitutional it shall be deemed severable and its applicability to other individuals entities or circumstances not similarly situated shall remain effective that the provisions of this acts hall be effective beginning with the school year beginning with the school year beginning with the school year beginning with the school year ending with the school year ending with the school year ending with the school year ending with the school year ending with the school year']"
315,VA HB1387,"['the code of virginia is amended and reenacted and that the code of virginia is amended and reenacted. The code of virginia is amended and reenacted by adding sections numbered and as follows public school student athletes pre participation physical examination athletics eligibility form no public middle elementary or secondary school students hall be participant on or tryout for any school interscholastic intramural or club athletic team or squad sport with predetermined roster regular practices and scheduled competitions with other middle schools sponsored by public school ', 'This bill prohibits any school that suffers any director direct indirect harm as result of violation of this section or ii subject to retaliation or other adverse action by such school athletic association or organization or organization . the bill prohibits any school that suffers any director direct indirect harm as result of school knowingly violating this section or ii subject to retaliation or other adverse action by such school athletic association or organization or organization .', 'This bill prohibits any student whose biological sex is male and prohibits any student from participating in or competing in any intercollegiate intramural or club athletic team or sport sponsored by such institution of higher education. This bill prohibits any student whose biological sex is male and prohibits any student from participating in any intercollegiate intramural or club athletic team or sport sponsored by such institution of higher education.', 'this act hall is effective beginning with the school year and its application to other individuals entities or circumstances not similarly situated. The remainder of this act will remain effective until the school year.']"
316,VA HB1434,['the code of virginia is amended by adding section numbered as follows student records name change court order required no school board member or school board employees hall change the name of such student enrolled in the local school division on any education record relating to such student.']
317,VA HB2170,"['the code of virginia is amended and reenacted as follows restrictions on access to records certain parental consent and notification no teacher principal or employee of any public school nor any school board members hall permit access to any records concerning any particular pupil enrolled in any class to any person except under the judicial process. The school board may require that such pupil if the pupil is less than years of age or older or by either parent of such pupil if the pupil is less than years of age the principal or someone designated by him of school where the pupil', 'The district superintendent of schools may provide information to the staff of an institution of higher education or educational research and development organization or laboratory if such information is necessary to research projector study conducted sponsored or approved by the institution of higher education or educational research and development organization or laboratory. If no pupil will be identified by name in the information provided for research the name and address of pupil the record of pupils daily attendance . the record of pupils daily attendance shall be open for inspection and reproduction to an employee of the local department of social services who needs the record to determine eligibility']"
318,VA HB1399,"['the code of virginia is amended by adding sections numbered and as follows interscholastic intramural and club athletic teams and sports student participation for the purposes of this section statement of students biological sex on the students official birth certificates hall be considered to correctly state the students biological sex at birth if the statement was filed at or near the time of the students birth beach interscholastic intramural or club athletic team or sport that is sponsored by public elementary or secondary schools hall be expressly designated as one of the following ', 'a school that suffers any director indirect harm as result of violation of subsection bc dore by any governmental entity or athletic association or organization may initiate cause of action against such entity organization or association . such entity may initiate cause of action against such entity organization or association unless such school does not use any funds or permit any school within the local school division to use any funds to join affiliate with pay dues or fees to or in anyway financially support any interscholastic athletic association body or entity .', 'Section mut is for the team or sport that it sponsors fany student who is deprived of an athletic opportunity or suffers any other director indirect harm as result of violation of subsection bc dore or ii. The school may initiate cause of action against the relevant school if such cause of action is initiated within two years of such deprivation harm.']"
319,VA SB962,"['This bill prohibits any public elementary or secondary school that competes in sponsored athletic events against any such public school. This bill prohibits any student or school that has a physical education class or is not permitted to participate on any school or intramural athletic team or squad designated for females women or girls.', 'for shall be entitled to monetary damages including for any psychological emotional or physical harm suffered reasonable attorney fees and any other appropriate relief introduced. for shall be entitled to monetary damages including for any psychological emotional or physical harm suffered reasonable attorney fees and any other appropriate relief introduced.']"
320,VA SB911,"['This bill prohibits any student whose biological sex at birth is male eno interscholastic intramural or club athletic team or sport sponsored by public elementary or secondary schools hall compete against any interscholastic intramural or club athletic team or sport that is sponsored by any private elementary or secondary school. This bill prohibits any student who is deprived of an athletic opportunity or suffers any director indirect harm as result of school knowingly violating any provision of this section.', 'a public elementary or secondary school that suffers any director indirect harm as result of school knowingly violating any provision of this section or ii is subject to retaliation or another adverse action by public institution of higher education or athletic association or organization as result of reporting violation of any provision of this section. a public institution of higher education or athletic association or organization that suffers any director indirect harm as result of school knowingly violating any provision of this section or ii is subject to retaliation or another adverse', 'any public institution of higher education that suffers any director indirect harm as result of violation of any provision of this section by any governmental entity licensing or accrediting organization or athletic association or organization may initiate cause of action against such entity organization or association .']"
321,VA HB1707,"['the code of virginia is amended and reenacted as follows students imminent risk of suicide self identification as gender other than biological sex parental contact any person licensed as administrative or instructional personnel by the board of education and employed by local school board . the person shall as soon as practicable contact atleast one of such students parents to ask whether such parent is aware of the students mental state and whether the parent wishes to obtain or has already obtained counseling for such student such contact shall be made in accordance with the provisions of the guidelines required by', 'these guidelines may include case studies and problem solving exercises and maybe designed as materials for in service training programs for licensed administrative and instructional personnel. These guidelines may include case studies and problem solving exercises.']"
322,VA SB1203,"['the code of virginia is amended by adding in title chapter numbered consisting of sections numbered through and by adding section numbered as follows chapter children deserve help not harm act definitions as used in this chapter unless the context requires different meaning biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals', 'gender transition procedure does not include services to individuals born with medically verifiable disorder of sex development including an individual with external biological sex characteristics that are ambiguous such as an individual with external biological sex characteristics that are ir reso lv ably ambiguous such as an individual with external biological sex characteristics that are ir reso lv ably ambiguous such as an individual with external biological sex characteristics that are ir res', 'a physician or other healthcare professional may provide gender transition procedures to individuals born with medically verifiable disorder of sex development or having both ovarian and testicular tissue services provided when physician has otherwise diagnosed disorder of sexual development or the physician has determined that the person does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any infection injury disease or disorder that has been caused by orexacerbated by the performance of gender transition procedures.', 'This bill prohibits any person or entity that provides gender transition procedures to an individual younger than years of age by or in a healthcare facility owned by the state or county or local government or by a physician or other healthcare professional who is an employee of the commonwealth. This bill prohibits any person or entity from providing gender transition procedures to an individual younger than years of age. This bill prohibits any person or entity from providing gender transition procedures to an individual younger than years of age.']"
323,VA SB960,"['the bill prohibits any medical or surgical service including without limitation physicians services inpatient and outpatient hospital services or prescribed drugs related to gender transition. The bill prohibits any medical or surgical service that provides puberty blocking drugs cross sex hormones or other mechanisms to promote the development of fe mini zing or masculin zing features in the opposite biological sex.', 'a medical professional or counselor is a licensed medical mental health or human services professional licensed under the act. The medical professional or counselor is a licensed medical mental health or human services professional licensed under the act. The medical professional or counselor is a licensed medical mental health or human services professional licensed under the act.', 'This bill prohibits any healthcare provider that receives state funds to provide or perform any healthcare service that constitutes the performance of or preparation for gender transition procedure to minor counseling state office agency political subdivision of the state or local government or any organization with authority to license or discipline the members of profession. This bill prohibits any individual who gives or receives counsel advice guidance or any other speech or communication, whether described as therapy or provided for fee consistent with conscience or religious belief protection of parental rights.', 'This bill prohibits the use of state funds for gender transition procedures, including gender transition procedures, and prohibits the use of state funds for gender transition procedures. The bill prohibits the use of state funds for gender transition procedures, and prohibits the use of state funds for gender transition procedures.']"
324,VA SB791,"['the code of virginia is amended by adding in title chapter numbered consisting of sections numbered through and by adding section numbered as follows. This bill provides a comprehensive and comprehensive guide to the use of gender transition surgery.', 'gender transition procedure does not include services to individuals born with medically verifiable disorder of sex development including an individual with external biological sex characteristics that are ambiguous such as an individual with external biological sex characteristics that are ir reso lv ably ambiguous such as an individual with external biological sex characteristics that are ir reso lv ably ambiguous such as an individual with external biological sex characteristics that are ir res', 'a physician or other healthcare professional may provide gender transition procedures to individuals born with medically verifiable disorder of sex development or having both ovarian and testicular tissue services provided when physician has otherwise diagnosed disorder of sexual development or the physician has determined that the person does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any infection injury disease or disorder that has been caused by orexacerbated by the performance of gender transition procedures.', 'This bill prohibits any provision of gender transition procedures for minors under age 18 or older. The bill prohibits any provision of gender transition procedures for minors under age 18 or older. The bill prohibits any provision of gender transition procedures for minors under age 18 or older.']"
325,WA SB5653,"[""This bill states that the child's right to have his or her parent direct the upbringing education and care of his or her minor child is reserved to the minor child without obstruction or interference from the state any of its political subdivisions any other governmental entity or any other institution including but not limited to all of its political subdivisions any other governmental entity or any other institution. This bill states that the minor child's right to have his or her parent direct the upbringing and the moral or religious training of the minor child is reserved to the minor child and a child's education and education should be a 's or her education and education and the right to have his or her ."", ""a child's right to have his or her parent consent in writing before any record of his or her minor child is made shared or shared . a child's right to have his or her parent consent in writing before any record of his or her minor child's blood or deoxyribonucleic acid dna is created stored or shared . a child's right to have his or her parent consent in writing before any record of his or her minor child's blood or deoxyribonucleic"", 'This bill prohibits the use of supplemental materials and activities to prevent a child from attending a school or program in which such materials or activities are used. This bill prohibits the child from attending a school or program in which such materials or activities are used. This bill prohibits the child from attending a school or program in which such materials or activities are used.', 'The right of minor child to have his or her parent inspect school district instructional materials . The right of minor child to have his or her parent access information relating to the state public education system . The right of minor child to have his or her parent opt out of any district level data collection relating to his or her minor child not required by law school district board of directors may provide electronic information to the parent .', 'This bill prohibits school district staff from notifying parents of their children about their mental emotional or physical health or wellbeing or change in related services or monitoring or that encourage or have effect of encouraging student to withhold such information from parent . this bill prohibits school district staff from notifying parents of their students about their mental emotional or physical health or wellbeing or change in related services or monitoring or that encourage or have effect of encouraging student to withhold such information from parent .', ""This bill prohibits the school district from resolving the school district's policy procedure or practice . the bill prohibits the school district from resolving the school's policy procedure or practice. The bill prohibits the school district from resolving the school's policy procedure or practice."", 'This bill provides a new chapter in the title rc end chapter. The bill provides a new chapter in the chapter. The bill provides a new chapter in the chapter.']"
326,WV SB103,['This bill prohibits minors from being involved in or attending drag shows strikethrough indicate language that would be stricken from heading or the present law. This bill prohibits minors from being involved in or attending drag shows strikethrough indicate language that would be stricken from heading or the present law.']
327,WV SB253,['This bill prohibits the presence of minors at adult oriented performances. This bill prohibits the presence of minors at adult oriented performances. This bill prohibits the presence of minors at adult oriented performances.']
328,WV HB3097,['This bill prohibits medicaid and chip payment for certain prohibited medical practices for the purposes of this bill. This bill prohibits medicaid and chip payment for certain prohibited medical practices. This bill prohibits medicaid and chip payment for certain prohibited medical practices.']
329,WV HB2007,"['This bill prohibits practice for the purposes of this bill. The bill prohibits practice for the purposes of this bill. The bill prohibits practice for the purposes of this bill. The bill prohibits practice for the purposes of this bill. The bill prohibits practice for the purposes of this bill. The bill prohibits practice for the purposes of this bill.', 'a doctor has otherwise diagnosed a disorder of sexual development and has determined that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any infection injury disease or disorder that has been caused by orexacerbated by the performance of gender transition procedures. a doctor has determined that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any', 'gender means the psychological behavioral social and cultural aspects of being male or female gender altering medication means the prescribing or administering of the following for the purpose of assisting an individual with gender transition puberty blocking medication to stop or delay normal puberty s up rap hy sio logic doses of testosterone or other androgens to females and s up rap hy sio logic doses of estrogen to males gender transition means the process in which person goes from identifying with and living as gender', 'a doctor has approved a bill requiring gender transition procedures to be performed for the minor . the bill requires that the minor be treated with a gender altering medication for the minor. The bill requires that the bill be enrolled in the house of delegates clerk of the senate.']"
330,WV HB3001,"[""This bill provides a state board of directors and administrators with a written notice of termination of a teacher's contract of employment. The bill provides a written notice of termination of a teacher's contract of employment to the school board and the district board. The bill provides a written notice of termination of a teacher's contract of employment to the school board and the district board."", 'This bill prohibits the school board from suspending or dismissing principal or teacher based on the lack of need for the teachers services. The bill prohibits the board from providing a written notification of teachers being considered for dismissal for lack of need for the teachers services. The bill prohibits the board from providing a written notification of teachers being considered for dismissal for lack of need for the teachers services.', 'a teacher who wishes to resign employment with a county board or request leave of absence the resignation or leave of absence to become effective on or before july of the same year may do so at anytime during the school year by written notification of the resignation or leave of absence . any notification received by county boards hall automatically extend the teachers public employee insurance coverage until august of the same year .', 'This bill prohibits school board from eliminating the position of retiring classroom teacher hno classroom teacher employed in public school in this state. This bill prohibits school board from eliminating the position of retiring classroom teacher hno classroom teacher employed in public school in this state. This bill prohibits school board from eliminating the position of retiring classroom teacher hno classroom teacher employed in public school in this state to use students preferred pronoun when referring to the student if the preferred pronoun is not consistent with the students biological sex']"
331,WV HB3042,['This bill provides a minimum of a state-level protection for religious conduct and is a federal law that prohibits the use of religious conduct as a means of promoting the exercise of religion. The bill provides a minimum of a state-level protection for religious conduct.']
332,WV SB517,"['The law provides a comprehensive and comprehensive review of the medical ethics defense act. The law provides a comprehensive review of the law and provides a comprehensive review of the law. The law provides a comprehensive review of the law.', 'Discrimination entails any adverse action taken against or any threat of adverse action communicated to any medical practitioner healthcare institution or healthcare payer as result of his or its decision to decline to participate in medical procedure or service on the basis of conscience discrimination. This includes but is not limited to the negotiation or purchase of insurance by an on government entity medical procedure or service means medical care provided to any patient at anytime over the entire course of treatment or medical research this includes but is not limited to testing diagnosis referral dispensing and or administering any drug medication', 'Physicians or any other person or individual who may or is asked to participate in any medical procedure or service this includes but is not limited to any public or private hospital clinic medical center physician organization professional association ambulatory surgical center private physicians office pharmacy nursing home medical school nursing school medical training facility or any other entity or location in which medical procedures or services are performed healthcare payer means any employer health plan health maintenance organization or any other entity that pays for or arranges for the payment of any medical procedure or service provided to any patient whether that payment is made in whole or in the aides or other medical aides or is a medical or is a medical or is a medical or is not limited to any person or any other .', 'This act provides a medical practitioner with the right to participate in or pay for any medical procedure or service which violates his or its conscience limitations. This act provides a medical practitioner with the right to participate in or participate in any medical procedure or service that violates his or its conscience limitations. This act provides a medical practitioner with the right to participate in or participate in any medical procedure or service that violates his or its conscience limitations.', 'a state agency charged with protecting healthcare rights of conscience or any other federal agency charged with protecting healthcare rights of conscience information relating to any violation of or any actor omission the medical practitioner reasonably believes to be violation of any provision of this article testified or is about to assist or participate in such proceeding unless the disclosure is specifically prohibited by law no medical practitioner may be discriminated against in any manner because the medical practitioner disclosed any information that the medical practitioner reasonably believes to be violation of any law rule or regulation any violation of any ethical guidelines for the provision of the bill or other state is a state or a state agency charged with protecting healthcare rights of conscience is a federal or a state or a state or a . a . a violation of any . a . a . a . a . a . . a . . a . . .', 'This bill protects medical practitioners healthcare institutions and healthcare payers from discrimination punishment or retaliation as result of any instance of conscientious medical objection strikethrough indicate language that would be stricken from heading or the present law. The bill also provides a new language that would be added to the bill.']"
333,WV HB3183,"['The bill cites divine creator as the source of human life and natural rights and reaffirms the necessity for our faith in god that as divinely created beings humans are necessarily subject to the natural order established by our creator . the bill also cites the natural physical and psychological maturation process along with the manifestation of our unique and respective biological attributes based upon our individual in tr genetic compositions.', 'This bill prohibits those listed on the state sex offender database from public school activities and events . This bill prohibits those listed on the state sex offender database from attending public school functions or participating in public school or athletic events .']"
334,WV HB3176,"['This bill prohibits drag shows to minors from displaying or distributing any obscene matter to a minor only when the minor was accompanied by his or her parent. This bill prohibits drag shows to minors from being a public property or a public property.', 'this bill prohibits drag shows from being performed in front of in tr minors and prohibits drag shows in schools and libraries strikethrough indicate language that would be stricken from heading or the present law. The bill prohibits drag shows in schools and libraries strikethrough indicate language that would be stricken from heading or the present law.']"
335,WV HB3503,"['This bill prohibits any public institution of higher education from requiring or soliciting applicants or candidates any information regarding the self described content or purpose of their academic research or creative works. This bill prohibits bona fide qualifications based on sex which are conducive to the normal operation of an institution of higher education.', 'This section provides a comprehensive and comprehensive program for students and students to participate in a program activity that is intended to be a part of the program. This program provides a comprehensive program for students and students to participate in a program activity that is intended to be a part of the program. This program is intended to provide a comprehensive program for students and students.', 'This bill prohibits any program or training scripted or approved by licensed attorneys that is required to comply with any civil rights or other law or any court order. This bill prohibits any program or training scripted or approved by licensed attorneys. This bill prohibits any effort to manipulate or otherwise influence the composition of the faculty or student body with reference to race sex color or ethnicity.', 'ii a student organization as traditionally understood that is an institution run by students that is generally independent of the institutions management or ivan office solely engaged in new student recruitment diversity equity and inclusion officer means an individual who is full time or part time employee of an institution of higher education or component there of or an independent contractor of such an institution of higher education. The legislature finds and declares that diversity equity and inclusion offices and officers often engage in differential attention to treatment of or provision of special benefits to individuals on basis of race color or ethnicity or', 'This bill prohibits the administration of public institutions of higher education from imposing any appropriated funds or otherwise expend any funds derived from bequests charges. The bill prohibits the administration of public institutions of higher education from imposing any appropriated funds or otherwise expend any funds derived from bequests charges.', 'This bill prohibits discrimination at institutions of higher education at west virginia postsecondary institutions strikethrough indicate language that would be stricken from heading or the present law. The bill also prohibits discrimination at institutions of higher education at west virginia postsecondary institutions strikethrough indicate language that would be stricken from heading or the present law.']"
336,WV SB692,"['a state of the west virginia has a compelling government interest in protecting the health and safety of its citizens especially vulnerable children. The state has hereby declared and declares that the west virginia legislature is interested in protecting the health and safety of its citizens especially vulnerable children. The state has a compelling government interest in protecting the health and safety of its citizens especially vulnerable children.', 'genital gender reassignment surgery includes several irreversible invasive procedures for males and females . includes the alteration or removal of biologically normal and functional body parts for biological males surgery . includes a hysterectomy orchiectomy vaginoplasty clitoroplasty and vu lv op last yb for biological females surgery.', 'sex means the biological indication of male and female including sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals psychological chosen or subjective experience of gender in tr prohibited practices except as provided in subsection of this section no physician or other medical healthcare professional shall knowingly engage in or cause any of the following practices to be performed upon any person under the age of if the practice is performed for the purpose of alter', 'This bill prohibits the provision of services to any person under years of ages hall from a person under years of age. The bill prohibits the provision of services to any person under years of ages hall from a person under years of age.', 'This bill relates to gender reassignment medical services for minors making findings and declarations defining sex establishing prohibited treatment for minors providing exceptions creating responsibilities for school personnel and establishing consequences for violations of article strikethrough indicate language that would be stricken from heading or the present law and underscoring indicates new language that would be added to heading or the present law.']"
337,WV SB697,"['This bill prohibits any medical professional mental health or human services professional licensed under chapter . This bill prohibits any medical professional mental health or human services professional licensed under chapter .', 'a medical professional or counselor who engages in any of the practices identified in subsection of this section enables or causes them to be performed shall be considered to have engaged in unprofessional conduct. This section does not apply to the services provided to minor born with medically verifiable genetic disorder of sexual development limited to the following minor with external biological sex characteristics that are ir reso lv ably ambiguous such as minor born having xx chromosomes with virilization.', 'xy chromosomes with under virilization or having both ovarian and testicular tissue when physician has otherwise diagnosed disorder of sexual development in which the physician has determined that the minor does not have the normal sex chromosome structure for male or female sexes treatment consistent with an individuals biological sex concerning any infection injury disease or disorder that has been caused orexacerbated by the performance of procedure described in subsection .', 'This bill prohibits any person from bringing an action during a minor through parent or other person responsible for the violation of this bill. The bill prohibits any person from bringing an action during a minor through parent or other person responsible for the violation.', 'This bill prohibits the use of state funds for restricted procedures to prevent or restrict gender transition surgeries treatments and therapies to minors . this bill prohibits political subdivisions from enacting conflicting policies the bill creates whistle blower protection .']"
338,WY HB187,"['This bill prohibits school from allowing student of either gender from participating with team designated for students of the female sex consistent with school policy outside of competition in an interscholastic athletic activity. This bill prohibits school from allowing student of either gender from participating with team designated for students of the female sex consistent with school policy outside of competition in an interscholastic athletic activity.', 'This bill prohibits the student from participating in interscholastic activities and prohibits the student from participating in interscholastic activities. The bill prohibits the student from participating in interscholastic activities.', ""if student does not obtain the eligibility approval of the board under subsection of this section the students hall not participate in gender designated interscholastic activity that corresponds with the students gender identity . this section prohibits student from participating in gender designated interscholastic activity in accordance with cfr bas of december when student registers to participate in gender designated interscholastic activity . the board may request additional evidence from the student that is limited to the extent possible to protect the students privacy and the students' physical characteristics or medical"", 'The Board may offer the student voucher to cover the cost of diagnostic assessment if the board makes request for medical information under paragraph ii of this subsection. The Board may offer the student voucher to cover the cost of diagnostic assessment if the board makes request for medical information under paragraph ii of this subsection. The Board may provide the student voucher to cover the cost of diagnostic assessment if the board makes request for medical information under paragraph ii of this subsection.', 'wyoming lso the state board of education shall viii determine students eligibility for interscholastic activities if that section is in effect pursuant to ws duties.']"
339,WY SF111,['This act is effective july endorsing the child abuse felony punishable by imprisonment for not more than 10 years. The act is effective july endorsing the child abuse felony punishable by imprisonment for not more than 10 years.']
340,WY SF117,"['State of wyoming lso engrossed section ws is created to read parental notices related to healthcare and gender instruction student welfare procedures. The state of wyoming lso engrossed section ws is created to read parental notices related to healthcare and gender instruction student welfare procedures. The school district prohibits students from obtaining parental or guardians permission to administer a health questionnaire or health screening to the parent or guardian.', 'This bill prohibits school districts from adopting procedures that authorize school district personnel to withhold from disclosing to parent or guardian information about the students mental state of wyoming lso engrossed. This bill prohibits school districts from adopting procedures that authorize school district personnel to withhold from disclosing to parent or guardian information about the students mental state of wyoming lso engrossed.', 'This bill is effective july sections and effective immediately upon completion of all acts necessary for bill to become la was provided by article section of the wyoming constitution endorsing the bill.']"
341,WY HB262,"['This act is intended to prohibit any action that intentionally constrains curtails or denies the exercise of religion by government action including any person acting under the color of state law . this act is intended for that purpose including but not limited to withholding of benefits state of wyoming lso assessing criminal civil or administrative penalties exclusion from governmental programs or denial of access to governmental facilities .', 'this act protects the health and safety of the public section. This act is effective july end. The act is a statutory measure that protects the health and safety of the public.']"
342,WY SF133,"['This bill provides a comprehensive definition of the gender and gender of a student. The bill provides a definition of gender and gender of a student. The bill provides a definition of gender and gender of a student.', 'This bill prohibits school from permitting males to train or practice with an interscholastic athletic activity designated for females . this bill prohibits school from permitting males to train or practice with an interscholastic athletic activity designated for females . this bill prohibits school from permitting males to trainor practice with an interscholastic athletic activity designated for females .', 'This bill states that the bill prohibits the use of a school activity eligibility commission to conduct a school activity eligibility commission. The bill states that the bill prohibits the use of a school activity eligibility commission to conduct a school activity eligibility commission.', ""This bill prohibits the commission from a student's participation in gender designated interscholastic activity . the bill prohibits the commission from a student's participation in gender designated interscholastic activity ."", 'senate sixty seventh legislature of the state of wyoming general session ba student who has undergone or is undergoing gender transition shall obtain the eligibility approval of the commission under subsection of this section . the commission shall notify the athletic association of the students transition and the need for the commissions eligibility approval as described in subsection of this section ii . the commission shall notify the relevant athletic association and the students parents or guardians of the scheduled meeting before the meeting .', 'The commission may request additional evidence from the student that is limited to the extent possible to protect the students privacy and only directly relevant to the commissions eligibility determination the commission shall cover the cost of diagnostic assessment if the commission makes request for medical information under paragraph ii of this subsection for which the students insurance does not provide coverage or reimbursement for the diagnostic that would provide the requested information . the commission shall make the commissions eligibility determination in accordance with subsection of this section or request additional information and schedule an additional commission meeting to beheld within thirty days of', 'This bill prohibits an athletic association from affirming that student is eligible if the eligibility of student is questioned original senate engrossed file no enrolled act no senate sixty seventh legislature of the state of wyoming general session section. The bill prohibits an athletic association from affirming that student is eligible if the eligibility of student is questioned.']"
