,text,summary,title
335,if the school psychologist has the express consent of the client or in the case of  clients death or disability the express consent of the clients legal representative circumstances under which privileged communication is lawfully invalidated disclosures required by ic page line delete kindergarten and insert pre kindergarten page line delete ic and insert ic or instruction required under ic page delete lines through begin  new paragraph and insert section ic is added to the indiana code as  new chapter to read as follows effective july chapter parental notification regarding identification sec as used in this chapter school has the meaning set forth in ic sec schools hall obtain consent from atleast one parent of  student if the student is  nun emancipated minor regarding  request made by the student to change the students name or eh ls di pronoun title or word to identify the student  not later than five business days after the date on which  school receives  request described in subsection  the schools hall seek parental consent from  parent as required by subsection  page line delete and insert page line delete name and insert name if the employee or staff member does so out of  religious conviction page line delete and insert page after line begin  new paragraph and insert sec nothing in this chapter maybe construed to require  school psychologist  school nurse  school social worker or  school counselor to violate  federal law or regulation renumber all sections consecutively and when so amended that said bill do pass reference is to as printed february ra atz chairperson committee vote yeas nays eh ls di,"This bill provides that a school, an employee or staff member of a school, or a third party vendor used by a school to provide instruction may not provide any instruction to a student in kindergarten through grade 3 on human sexuality. The bill also provides that a school employee or a school staff member is not prohibited from responding to a question from a student regarding certain topics and provides that an employee or staff member of a school may only use a name, pronoun, title, or other word to identify a student that is inconsistent with the student's sex if the student, who is an adult or an emancipated minor, or the parent of an unemancipated minor requests in writing the use of a specific name, pronoun, title, or other word to identify the student. This bill additionally provides that a request must be submitted at the beginning of a school year and requires a school to notify the parent of a certain student of a request made by the student to change the student's name, pronoun, title, or other word to identify the student that is inconsistent with the student's sex. The bill also provides that a school may not discipline an employee or staff member of the school for using a name, pronoun, title, or other word to identify a student that is consistent with the student's legal name.",IN HB1608
8,section title chapter article arizona revised statutes is amended by adding section to read use of state monies prohibited drag shows targeting minors definition notwithstanding any other law tax monies of this state federal monies passing through the state treasury or any other state monies may not be used by any person or entity including any state funded institution or facility for  drag show targeting minors notwithstanding any other law tax monies of this state federal monies passing through the state treasury or any other state monies may not be distributed to any person or entity including any state funded institution or facility that operates  drag show targeting minors notwithstanding any other law this state and  city town county school district or other public body may not receive or expend private monies for  drag show targeting minors for the purposes of this section drag show targeting minors means  show or performance for entertainment at which  single performer or group of performers dress in clothing and makeup opposite of the performers or group of performers gender at birth to exaggerate gender signifiers and roles and engage in singing dancing or  monologue or skit in order to entertain  target audience of persons under eighteen years of age sec section arizona revised statutes is amended to read violations classification prohibition on state monies any officer agent or employee of the state who knowingly fails or refuses to comply with any of the provisions of this chapter is guilty of  class misdemeanor ba person or entity that is convicted of violating section may not receive or spend any state monies for thirty six months after the conviction,This bill prohibits the use of state monies and federal monies passing through the state treasury by any person or entity for a drag show targeting minors. Prohibits the use of private monies by a public body for a drag show targeting minors and prohibits a person in violation from receiving or spending any state monies for 36 months.,AZ SB1026
1496,years old or older otherwise the legal guardian of the child parent sibling uncle or aunt nephew or niece cousin others charged by law with the duty of burial or friend assuming the obligation of burial by the county attorney district attorney or the district attorneys deputy or  district judge and by the medical examiner as provided in this chapter part autopsies authorized under subsections and shall be performed by certified pathologist no criminal or civil action arises against  pathologist or  physician who proceeds in good faith and performs an autopsy authorized by this section section section which is renumbered from section is renumbered and amended to read burial of an unclaimed body request by the school of medicine at the university of utah medical examiner may retain tissue for dog training except as described in subsection or county shall provide at the county expense decent burial for an unclaimed body found in the county county is not responsible for decent burial of an unclaimed body found in the county if the body is requested by the dean of the school of medicine at the university of utah under section for an unclaimed body that is temporarily in the medical examiners custody before enrolled copy burial under subsection the medical examiner may retain tissue from the unclaimed body in order to donate the tissue to an individual who is affiliated with an established search and rescue dog organization for the purpose of training  dog to search for human remains section section which is renumbered from section is renumbered and amended to read social security number in certification of death certification of death shall include if known the social security number of the deceased person and  copy of the certifications hall be sent to the office of recovery services within the department of human services department upon request section section which is renumbered from section is renumbered and amended to read registry of unidentified deceased persons if the identity of  deceased person over which the medical examiner has jurisdiction under section is unknown the medical examiners hall do the following before releasing the body to the county in which the body was found as provided in section assign  unique identifying number to the body create and maintain  file under the assigned number examine the body take samples and perform other related tasks for the purpose of deriving information that maybe useful in ascertaining the identity of the deceased person use the identifying number in all records created by the medical examiner that pertains to the body record all information pertaining to the body in the file created and maintained under subsection,"This bill recodifies provisions regarding health care administration and assistance and vital statistics, health data, and the Utah Medical Examiner. The bill also makes technical and corresponding changes.",UT SB39
1586,tissue services provided to an individual when  physician has otherwise diagnosed disorder of sexual development and in which the physician has determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any infection injury disease or disorder that has been caused by or exacerbated by the performance of gender transition procedures whether or not these procedures were performed in accordance with state and federal law and en rcs for any procedure undertaken because the individual suffers from  physical disorder physical injury or physical illness that would as certified by  physician place the person in imminent danger of death or impairment of  major bodily function unless surgery is performed pu bert al modulating and hormonal therapy for severe gender dys  horia if the minor has been diagnosed as suffering from severe gender dys  horia by no fewer than two medical or mental health providers with atleast one being  mental health provider or adolescent medicine specialist and both having relevant training in the diagnosis and treatment of severe gender dys  horia in adolescents the diagnosing medical professionals express in written opinions that treatment with pu bert al modulating and hormonal therapy is medically necessary to treat the minors psychiatric symptoms and limit self harm or the possibility of self harm by the minor the minor the minors parents legal guardians or person or other persons charged with medical decision making for the minor and the minors primary physician agree in writing with the treatment with pu bert al modulating and hormonal therapy for the minor dany use of gender altering medication is for purposes of pu bert al modulating and hormonal therapy limited to the lowest  it rat able dosage necessary to treat the psychiatric condition and not for purposes of gender transition and notwithstanding the provisions of paragraphs  through  of this subdivision where the minor is pre pubescent hormonal treatment may not be provided the provisions of this section are effective on january article osteopathic physicians and surgeons prohibited practice  for the purposes of this section biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones en rcs for gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals psychological chosen or subjective experience or gender,"This bill prohibits doctors from providing irreversible gender reassignment surgery or gender-altering medication to anyone under 18 years of age, except in specific circumstances. The bill defines the terms such as ""biological sex"" and ""gender transition,"" and provides exceptions to the ban on gender reassignment procedures for individuals with certain medical conditions. For certain exceptions, the bill allows for pubertal modulating and hormonal therapy for severe gender dysphoria in a minor. ",WV HB2007
1623,only directly relevant to the boards eligibility determination the board may offer the student  voucher to cover the cost of  diagnostic assessment if the board makes  request for medical information under paragraph ii of this subsection for which the students insurance state of wyoming lso does not provide coverage or reimbursement for the diagnostic that would provide the requested information and is not free or otherwise readily available without additional expense to the student g during the meeting described in subsection  of this section only the following persons maybe present or participate electronically the student for whom the board is meeting to make an eligibility determination the students parents or guardians the members and necessary staff of the board and state of wyoming lso dany medical professionals or other witnesses the student chooses to include to support the students eligibility ii attendees may participate in person or electronically the boards hall hear the information that supports the students eligibility render the boards eligibility determination in accordance with subsection  of this section or request additional information and schedule an additional board meeting to beheld within thirty days of the meeting and in accordance with this subsection to discuss the additional information and render the boards eligibility determination in making an eligibility determination the board after considering whether the students assertion of gender identity is consistent with the statutory state of wyoming lso definition of gender identity including the implications for the students mental health of participating in the gender designated interscholastic activity shall make  determination regarding whether when measured against the eligibility criteria established by rule of the commission granting the students eligibility would present  substantial safety risk to the student or others that is significantly greater than the inherent risks of the given activity or likely give the student  material competitive advantage when compared to students of the same age competing in the relevant gender designated activity including consideration of the students previous history of participation in gender designated interscholastic activities ii record the boards decision and rationale in writing and provide the written decision to the student state of wyoming lso within thirty days after the day on which the board renders an eligibility decision notwithstanding any other provision of law and except as provided in subsections hand  of this section the boards hall not disclose the name of  student whose eligibility the board will consider is considering or has considered ii the boards determination regarding students eligibility the boards hall disclose the boards determination of  students eligibility for  given gender designated interscholastic activity to the relevant athletic association only for the purpose of confirming,"This bill prohibits students of the male sex from competing on a team designated for students of the female sex as specified and, alternatively, provides for the state board of education to determine student eligibility as specified.",WY HB187
823,s  do masochistic abuse in away which is patently offensive to the average person applying contemporary adult community standards with respect to what is suitable for minors no billboard or other exterior advertising sign for an adult cabaret or sexually oriented business shall be located within one mile of any state highway except if such business is located within one mile of  state highway then the business may display  maximum of two exterior signs on the premises of the business consisting of one identification sign and one sign solely giving notice that the premises are off limits to minors the identification signs hall be no more than forty square feet in size and shall include no more than the following information name street address telephone number and operating hours of the business signs existing on august which did not conform to the requirements of this section maybe allowed to continue as an on conforming use but should be made to conform within three years from august any owner of such  business who violates the provisions of this sections hall be guilty of  class misdemeanor each week  violation of this section continues to exists hall constitute  separate offense this section is designed to protect the following public policy interests of this state including but not limited to to mitigate the adverse secondary effects of sexually oriented businesses to improve traffic safety to limit harm to minors and to reduce prostitution crime juvenile delinquency deterioration in property values and lethargy in neighborhood improvement efforts as used in this chapter the following terms shall mean adult cabaret  nightclub bar juice bar restaurant bottle club or other commercial establishment regardless of whether alcoholic beverages are served which regularly features persons who appear semi nude biological sex the biological indication of the physical condition of being male or female which is determined by an individuals chromosomes identified at birth by an individuals anatomy and indicated on the individuals birth certificate without regard to an individuals psychological chosen or subjective experience of gender characterized by describing the essential character or dominant theme of an item child any person under the age of fourteen child pornography any obscene material or performance depicting sexual conduct sexual contact as defined in section or asexual performance and which has as one of its participants or portrays as an observer of such conduct contact or performance  minor or any visual depiction including any photograph film video picture or computer or computer generated image or picture whether made or produced by electronic mechanical or other means of sexually explicit conduct where the production of such visual depiction involves the use of  minor engaging in sexually explicit conduct,This act changes the definition of a sexually oriented business to include any nightclub or bar that provides drag performances as provided in the act.,MO SB429
1,section as is amended to read local school boards hall in consultation with parents teachers and school administrators adopt policies to promote the involvement of parents in the school districts education program the policies must include procedures recognizing the authority of  parent and allowing  parent to object to and withdraw the child from  standards based assessment or test required by the state recognizing the authority of  parent and allowing  parent to object to and withdraw the child from an activity class or program gh requiring that except as provided in as and providing for parent notification not less than two weeks before any activity class or program that includes content involving gender identity human reproduction or sexual matters is provided to  child the childs parent receive notification not less than two weeks before the activity class or program provide written permission for the child to participate in the activity class or program recognizing the authority of  parent and allowing  parent to withdraw the child from an activity class program or standards based assessment or test required by the state for  religious holiday as defined by the parent providing  parent with an opportunity to review the content of an activity class performance standard or program ensuring that when  child is absent from an activity class program or standards based assessment or test required by the state under this section the absence is not considered an unlawful absence under as if the childs parent withdrew the child from the activity class program or standards based assessment or test or gave permission for the childs absence requiring written permission from  parent before the name or pronoun used by  public school to address or refer to the parents child in person on school identification or in school records is changed requiring that  parent be informed in writing of the right to pursue legal action against  school district if the parents rights have been violated sec as is amended by adding  new paragraph to read gender identity means an internal sense of being male female or something else which mayor may not correspond to an individuals sex assigned at birth or sex characteristics sec as is amended by adding new subsections to read ea parent may file  civil action against  school district for  violation of gh policy or procedure adopted under  of this section fa school district that knowingly or recklessly violates  policy or procedure adopted under  of this section is liable to the parent in  civil action for civil penalty of not less than and maybe liable for treble damages upon showing of  violation established by clear and convincing evidence in this subsection knowingly and recklessly have the meanings given in as sec as is amended to read sec,"This bill adds to the list of parental rights regarding their student(s) participating in activities or classes, specifically activities involving gender identity, human reproduction, or sexual matters. It directs districts to create procedures and timelines for parental notification in order for the parent to opt in to the activity or classes involving gender identity, human reproduction, or sexual matters. In addition, parental consent is required for any name change or pronoun. The bill also provides remedies for parents regarding the violation of these district policies. Additionally, this bill prohibits a school district or regional educational attendance area from selectively withholding information regarding their childs physical, medical, or mental health from parents or legal guardians unless it is determined that the information may result in child abuse or neglect. Finally, the bill requires districts to create policies and procedures to ensure the safety and privacy for students in locker rooms and restrooms by providing a separation by biological sex.",AK HB105
1357,ii  dental hygienist may only directly bill and receive compensation for billing codes that fall within the scope of practice of  dental hygienist section section which is renumbered from section is renumbered and amended to read administration of medicaid program by department reporting to the legislature disciplinary measures and sanctions funds collected eligibility standards internal audits health opportunity accounts the department shall be the single state agency responsible for the administration of the medicaid program in connection with the united states department of health and human services pursuant to title xix of the social security act the department shall implement the medicaid program through administrative rules in conformity with this chapter title g chapter utah administrative rule making act the requirements of title xix and applicable federal regulations the rules adopted under subsection as hall include in addition to other rules necessary to implement the program the standards used by the department for determining eligibility for medicaid services ii the services and benefits to be covered by the medicaid program reimbursement methodologies for providers under the medicaid program and iv  requirement that person receiving medicaid services shall participate in the electronic exchange of clinical health records established in accordance with section unless the individual opts out of participation enrolled copy prior to enrollment in the electronic exchange of clinical health records the enrol lee shall receive notice of enrollment in the electronic exchange of clinical health records and the right to opt out of participation at anytime and beginning july when the programs ends enrollment or renewal information to the enrol lee and when the enrol lee logs on to the programs website the enrollees hall receive notice of the right to opt out of the electronic exchange of clinical health records the department shall in accordance with subsection report to the social services appropriations subcommittee when the department implements  change in the medicaid state plan ii initiates  new medicaid waiver initiates an amendment to an existing medicaid waiver iv applies for an extension of an application for  waiver or an existing medicaid waiver applies for or receives approval for  change in any capita tion rate within the medicaid program or vi initiates  rate change that requires public notice understate or federal law the report required by subsection as hall be submitted to the social services appropriations subcommittee prior to the department implementing the proposed change and ii include description of the departments current practice or policy that the department is proposing to change,"This bill recodifies provisions regarding health care administration and assistance and vital statistics, health data, and the Utah Medical Examiner. The bill also makes technical and corresponding changes.",UT SB39
1191,section tennessee code annotated section is amended by adding the following as  new subsection ma person shall not be required to solemnize  marriage if the person has an objection to solemnizing the marriage based on the persons conscience or religious beliefs section this act takes effect upon becoming  law the public welfare requiring it,This bill states that a person is not required to solemnize a marriage if the person has an objection to solemnizing the marriage based on the person's conscience or religious beliefs. ,TN SB596
61,section title chapter article arizona revised statutes is amended by adding section to read children with disabilities diaper changes the policies and procedures developed pursuant to section subsection  and the guidelines adopted pursuant to section subsection  shall include the following provisions for situations in which  child with  disability wears  diaper and requires assistance to change the diaper except as provided in subsection  of this section any individual who changes or assists in changing the diaper must be  person of the same biological sex as the child with  disability the parent of the child with  disability has  right to meet each individual who changes or assists in changing the diaper the parent of the child with  disability may review records or log entries related to diaper changes for the parents child with disability including the name of the individual or individuals who change or assist in changing the diaper during any meeting in which the individualized education program for  child with  disability who wears  diaper and requires assistance to change the diaper is developed reviewed or revised the parent of the child with  disability may provide written consent for individuals who are not the same biological sex as the child with  disability to change the diaper,This bill requires school district and charter school policies and guidelines to include prescribed provisions for situations in which a child with a disability wears a diaper and requires assistance to change the diaper.,AZ SB1417
1534,providers or    newborn safety device located at and operated by such hospital or emergency medical services agency for purposes of terminating parental rights pursuant to and placement for adoption the court may find such  child is  neglected child upon the ground of abandonment adoptive home means any family home selected and approved by  parent local board or licensed child placing agency for the placement of  child with the intent of adoption adoptive placement means arranging for the care of  child who is in the custody of child placing agency in an approved home for the purpose of adoption adult abuse means the willful infliction of physical pain injury or mental anguish or unreasonable confinement of an adult as defined in adult daycare center means any facility that is either operated for profit or that desires li censure and that provides supplementary care and protection during only apart of the day to four or more aged infirm or disabled adults who reside elsewhere except   facility or portion of  facility licensed by the state board of health or the department of behavioral health and developmental services and ii the home or residence of an individual who cares for only persons related to him by blood or marriage included in this definition are any two or more places establishments or institutions owned operated or controlled by  single entity and providing such supplementary care and protection to  combined total of four or more aged infirm or disabled adults adult exploitation means the illegal unauthorized improper or fraudulent use of an adult as defined in or his funds property benefits resources or other assets for another  profit benefit or advantage including  caregiver or person serving in  fiduciary capacity or that deprives the adult of his rightful use of or access to such funds property benefits resources or other assets adult exploitation includes ian intentional breach of  fiduciary obligation to an adult to his detriment or an intentional failure to use the financial resources of an adult in  manner that results in neglect of such adult ii the acquisition possession or control of an adults financial resources or property through the use of undue influence coercion or duress and   forcing or coercing an adult to pay for goods or services or perform services against his will for another  profit benefit or advantage if the adult did not agree or was tricked misled or defrauded into agreeing to pay for such goods or services or to perform such services adult foster care means room and board supervision and special services to an adult who has physical or mental condition adult foster care maybe provided by  single provider for up to three,"This bill requires each public elementary or secondary school principal or his designee to (i) as soon as practicable, inform at least one parent of a minor student enrolled in such school if such minor (a) expresses to any individual who is employed in such school that such minor is experiencing gender incongruence, as defined in the bill, or (b) requests that any such employee participate in social affirmation of such minor's gender incongruence or the transition of such minor to a sex or gender different from the minor's biological sex while at school and (ii) request and receive permission from at least one parent of a minor student enrolled at such school prior to the implementation at such school of any plan concerning any gender incongruence experienced by such minor, including any counseling of such minor at school. Any such plan shall include provision for parental participation to the extent requested by the parent. The bill also clarifies, in the definition of the term ""abused or neglected child,"" that in no event shall referring to and raising the child in a manner consistent with the child's biological sex, including related mental health or medical decisions, be considered abuse or neglect.",VA HB2432
816,communication material includes undeveloped photographs molds printing plates stored computer data and other latent representational objects minor any person less than eighteen years of age nudity or state of nudity the showing of the human genitals pubic area vulva anus anal cleft or the female breast with less than  fully opaque covering of any part of the nipple or areola obscene any material or performance if taken as  whole applying contemporary community standards its predominant appeal is to prurient interest in sex and the average person applying contemporary community standards would find the material depicts or describes sexual conduct in  patently offensive way and ca reasonable person would find the material lacks serious literary artistic political or scientific value operator any person on the premises of asexually oriented business who causes the business to function puts or keeps the business in operation or is authorized to manage the business or exercise overall operational control of the business premises person maybe found to be operating or causing to be operated asexually oriented business whether or not such person is an owner part owner or licensee of the business performance any play motion picture film videotape dance or exhibition performed before an audience of one or more pornographic for minors any material or performance if the following apply the average person applying contemporary community standards would find that the material or performance taken as  whole has  tendency to cater or appeal to prurient interest of minors and the material or performance depicts or describes nudity sexual conduct the condition of human genitals when in  state of sexual stimulation or arousal or s  do masochistic abuse in away which is patently offensive to the average person applying contemporary adult community standards with respect to what is suitable for minors and the material or performance taken as  whole lacks serious literary artistic political or scientific value for minors premises the real property upon which asexually oriented business is located and all appurtenances there to and buildings there on including but not limited to the sexually oriented business the grounds private walkways and parking lots or parking garages or both promote to manufacture issue sell provide mail deliver transfer transmute publish distribute circulate disseminate present exhibitor advertise or to offer or agree to do the same by any means including  computer regularly the consistent and repeated doing of the act so described s  do masochistic abuse flagellation or torture by or upon  person as an,"This bill amends the definition of ""sexually oriented business"" to include any nightclub, bar, restaurant, or similar commercial enterprise that provides to an audience a drag performance, meaning a performance in which a performer exhibits a gender different from the biological sex as assigned at birth.",MO HB498
75,definition of sex crime used in relation to landlord and tenant law and protections for victims of domestic abuse is amended to read as follows ii sexual indecency with  child if the offense is  felony section arkansas code concerning disqualifying offense for certification or re certification by the division of emergency medical services is amended to read as follows sexual indecency with  child as prohibited in if the offense is  felony section arkansas code concerning the definitions contained in the every mom matters act related to reproductive health is amended to read as follows sexual assault means an actor offense described in et seq except for  misdemeanor violation of sexual indecency with child section arkansas code concerning disqualification from employment in certain health related professions is amended to read as follows any sexual offense et seq except for misdemeanor violation of sexual indecency with  child as engrossed s s lc section arkansas code concerning disqualifying offense for employment with  state agency in  position involving direct contact with children and individuals with  disability is amended to read as follows sexual indecency with  child as prohibited in if the offense is  felony section arkansas code g concerning offenses requiring discharge from employment with  state agency for certain positions is amended to read as follows sexual indecency with  child as prohibited in if the offense is  felony section arkansas code concerning offenses for which  waiver of exclusion or discharge requirement for persons in designated positions is prohibited is amended to read as follows sexual indecency with  child if the offense is felony section arkansas code is amended to read as follows sexual offenses screened in criminal background checks whenever  criminal background check is performed on  person under the provisions of any criminal background check requirement contained in this code for employment li censure or any other purpose the person maybe disqualified for employment li censure or any other purpose for which the background check was conducted if it is determined that the person committed violation of any sexual offense formerly proscribed under repealed if the offense is  felony reserved repealed and that is substantially equivalent to any sexual offense presently listed in repealed if the offense is  felony reserved repealed and and is an offense screened for in  criminal background check,"This bill criminalizes transgender people using public restrooms in some cases by defining ""sex"" as a person's biological sex determined by anatomy and genetics at birth. The bill would make it a crime for a man or transgender woman to enter and remain in a women's restroom when they knew a female child was present. The same applies for a woman or transgender man in a men's room with a male child present. Public changing facilities are defined as restrooms, locker or shower rooms but do not include a designated dressing area at a store where clothing is sold. A person violating the law could be charged with a misdemeanor. The bill allows exceptions for a parent or caretaker with a child of the opposite sex and under age 7, for janitorial services of the room, and for medical assistance or law enforcement escorting a person in custody.",AR SB270
684,hr official hr page rf jab habitual personal use of narcotic drugs or any other drug having addiction forming or addiction sustaining liability habitual use of intoxicating liquors or any beverage to an extent which affects professional competency administering dispensing or prescribing any narcotic drug or any other drug having addiction forming or addiction sustaining liability otherwise than in the course of legitimate professional practice conviction of violation of any federal or state law regulating the possession distribution or use of any narcotic drug or any drug considered  controlled substance understate or federal law  certified copy of the conviction order or judgment rendered by the trial court being prima fa cie evidence there of notwithstanding the pen den cy of any appeal procuring or attempting to procure or aiding in an abortion that is not medically indicated conviction of  felony or misdemeanor involving moral turpitude  certified copy of the conviction order or judgment rendered by the trial court being prima fa cie evidence there of notwithstanding the pen den cy of any appeal obtaining or attempting to obtain  license by fraud or deception unprofessional conduct which includes but is not limited to hb no hr official hr page rf jab  practicing medicine under  false or assumed name or impersonating another practitioner living or dead knowingly performing any act which in anyway assists an unlicensed person to practice medicine making or willfully causing to be made any flamboyant claims concerning the licensees professional excellence being guilty of any dishonorable or unethical conduct likely to deceive defraud or harm the public obtaining  fee as personal compensation or gain from  person on fraudulent representation of  disease or injury condition generally considered incurable by competent medical authority in the light of current scientific knowledge and practice can be cured or offering undertaking attempting or agreeing to cure or treat the same by  secret method which he refuses to divulge to the board upon request fuse of any false fraudulent or forged statement or document or the use of any fraudulent deceitful dishonest or immoral practice in connection with any of the licensing requirements including the signing in his professional capacity any certificate that is known to be false at the time he makes or signs such certificate g failing to identify  physicians school of practice in all professional uses of his name by use of his earned,"This bill prohibits any person from knowingly performing or providing gender reassignment surgery or services to a minor and provides that any licensed medical professional who performs or provides gender reassignment surgery or services to a minor shall have his or her license revoked. The bill provides a private cause of action against a physician, osteopath, hospital, prescribing caregiver, clinic and any other health care facility for injuries arising out of the course of medical, surgical or other professional services related to the performance of gender reassignment surgery or services. The bill also provides that this claim must be brought within thirty years from the date that the alleged act occurred and authorizes the attorney general to bring an action to enforce compliance with this section",MS HB1124
890,if  child has no affirmative right of access to  particular medical or mental health procedure or service then nothing in or section maybe construed to grant the childs parent an affirmative right th legislature authorized print version of access to the procedure or service on the childs behalf section section mca is amended to read compulsory attendance and excuses except as provided in subsection any parent guardian or other person who is responsible for the care of any  child who is years of age or older prior to the first day of school in any school fiscal years hall cause ensure the child to attend attends the school in which the child is enrolled for the school term and each school day in the term prescribed by the trustees of the district until the later of the following dates the childs th birthday or the date of completion of the work of the the child completes th grade the provisions of subsection do not apply in the following cases the child has been excused under one of the conditions specified in the child is absent because of illness bereavement or other reason prescribed by the policies of the trustees the child has been suspended or expelled under the provisions of the child is excused pursuant to the child is excused pursuant to lor section section section mca is amended to read excused absences from curriculum requirements notice prohibited activities parent guardian or other person who is responsible for the care of  child may refuse to allow the child to attend or withdraw the child from shall provide prior written consent if the parent guardian or other responsible person would like for the child to attend  course of instruction  class period an assembly an organized school function or instruction provided by the district through its staff or guests invited at the request of the district regarding human sexuality instruction the withdrawal or  refusal to attend is an excused absence pursuant to any school implementing or maintaining  curriculum providing materials or holding an event or assembly at which the district provides human sexuality instruction whether introduced by school educators th legislature authorized print version administrators or officials or by guests invited at the request of the schools hall adopt  policy ensuring parental or guardian notification no less than hours prior to holding an event or assembly or introducing materials for instructional use school districts hall annually notify the parent or guardian of each student scheduled to be enrolled in human sexuality instruction in the district or school in advance of the instruction of the basic content of the districts or schools human sexuality instruction intended to be taught to the student and,"This bill generally revises laws involving parental rights and provides for parent involvement in education. The bill provides that parents may withdraw their child from harmful school instruction and that parents shall provide prior consent if they want their child to receive school instruction regarding human sexuality. Additionally, the bill provides that parents may have their child excused from school attendance for religious purposes and establishes additional parental rights and responsibilities, providing that, except for law enforcement, employees of governmental entities are prohibited from withholding certain information from parents.",MT SB337
108,applications or software programs from  list of state approved programs that are in alignment with the science of reading vii develop and curate  list of approved tutoring providers and evidence based digital literacy applications or software programs that are in alignment with the science of reading that will be updated on  regular basis and viii develop  procedure for verification that eligible students who received  literacy tutoring grant received the services or materials for which payments were made by no later than october of each year or as soon as practicable if  students reading need is identified after october each as engrossed nl public school district and open enrollment public charter schools hall notify the parent legal guardian or person standing in loco parent is to  student regarding each student who is eligible to participate in the literacy tutoring grant program created under subdivision of this section ii the process for applying for the literacy tutoring grant program created under subdivision of this section and other information provided by the division beginning with the school year with full implementation no later than the school year public school districts and open enrollment public charter schools shall notify all parents legal guardians or persons standing in loco parent is to  student in writing in  parent friendly manner of their students reading progress each time the student is assessed throughout the year using high quality literacy screen er results as required by and the written notification in  parent friendly manner required under subdivision of this section maybe in the language of communication preferred by  parent legal guardian or person standing in loco parent is to  student develop an individual reading plan for each student in kindergarten through grade three who does not meet the reading standard as determined by the state board and ii measured by  high quality literacy screen er or the state annual accountability assessment ban individual reading plans hall include the students specific diagnosed readings kill needs including without limitation phonemic awareness phonics decoding text reading fluency vocabulary building strategies and self regulated use of reading as engrossed nl comprehension strategies as identified by high quality literacy screen er data ii the goals and benchmarks for the students growth how the students progress will be monitored and evaluated iv the type of additional instructional services and interventions the student may receive the intensive evidence based literacy intervention program aligned to the science of reading the students teacher will use to address the areas of phonemic awareness phonics fluency vocabulary and comprehension vi the strategies the students parents legal guardians or persons standing in loco parent is to the student are encouraged,"This bill is a comprehensive education reform bill formally known as the ""LEARNS Act."" This act creates Educational Freedom Accounts, provides new opportunities for students to receive tutoring, implements career ready pathways to a high school diploma, raises teacher pay, and modifies the Philanthropic Investment in Arkansas Kids Program. Money placed in the Educational Freedom Accounts follows the student based on the school the child is enrolled in and is to be used for the child's education. The money placed in the account and used for the child's education is not taxable in the state to either the parent or child. The money placed in the account also cannot be claimed as a tax credit, deduction, exemption, or rebate. SB294 increases the credits available in the first year from $2,000,000 to $6,000,000. Once the credits claimed exceed 90% of the total available in a particular year, SB294 requires the amount of the credit available to increase by 5% for each following year. SB294 contains an emergency clause for the changes to the Philanthropic Investment in Arkansas Kids Program and will be effective on the date of its approval by the Governor; the expiration of the time during which the Governor may veto the bill; or the date the last house overrides the veto.",AR SB294
