text,summary,title,dataset_type,model_summary,rouge-1.r,rouge-1.p,rouge-1.f,rouge-2.r,rouge-2.p,rouge-2.f,rouge-l.r,rouge-l.p,rouge-l.f
section section of the sc code is amended to read section for the purposes of this section biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals psychological chosen or subjective experience of gender gender means the psychological behavioral social and cultural aspects of being male or female gender may only be male or female gender change means change in gender from the gender corresponding with ones biological sex to the gender corresponding with the opposite biological sex following gender change procedure gender change procedure means any medical or surgical service including but not limited to physicians services inpatient or outpatient hospital services or prescribed drugs that seeks to alter or remove physical or anatomical characteristics or features that are typical for persons biological sex orb in still or create anatomical characteristics that resemble sex different from the individuals biological sex including but not limited to medical services that provide puberty blocking drugs cross sex hormones or other mechanisms to promote the development of masculin zing or fe mini zing features in the opposite biological sex or genital or non genital change surgery performed for the purpose of assisting an individual with gender change ba petition maybe filed in the south carolina family court of petitioners residence or if petitioner no longer resides in south carolina in court of competent jurisdiction in the state of petitioners residence for an order establishing record of the name at birth subsequent names km do cx changes gender at birth gender changes dateofbirth county of birth and the full name of the mother prior to any marriages and the full name of the biological father of the person whose birth is sought to be registered by way of delayed certificate of birth established by court order bc the petition must allege that the person for whom delayed certificate of birth is sought was born in this state that no record of birth exists and that the petitioner has failed to produce the minimum required documentation to the state registrar of vital statistics for an administrative establishment of delayed birth certificate certification from the state registrar of vital statistics must be attached to the petition stating that no birth record has been located in the records of this state this certification must be dated less than two years before the petitions filing date cd the petitioners hall serve certified copy of the filed petition on the state registrar of vital statistics atleast thirty days before scheduled hearing the courts hall fix the time and place of the hearing on the petition for establishment of birth registration and atleast ten days notice in writing must be given to the state registrar of vital statistics de the courts hall determine and the order must include the registrants name at birth subsequent name changes gender at birth gender changes the dateofbirth the county of birth the full name of the mother prior to any marriages the full name of the biological father and additional findings as the court considers necessary the order also must include description of the evidence presented to the court the order must be forwarded by the clerk of court to the state registrar no later than thirty days following the month in which the order was entered by the court fa petition for gender change must be accompanied by an affidavit on form prepared by the department of health and environmental control from the petitioner and an affidavit from licensed physician attesting that the petitioner has undergone gender change procedure the affidavits must both state that as result of the gender change procedure there has been physical change to the persons biological sex that corresponds with the opposite biological sex medical treatment,"THIS BILL RELATES TO THE PROCESS THROUGH WHICH A PERSON MAY MAKE CHANGES TO HIS BIRTH CERTIFICATE, SO AS TO PROVIDE THAT GENDER CHANGES TO A PERSON'S BIRTH CERTIFICATE MAY ONLY BE TO CHANGE FROM MALE TO FEMALE OR FROM FEMALE TO MALE AND TO PROVIDE FOR AFFIDAVITS THAT MUST ACCOMPANY A PETITION TO MAKE A GENDER CHANGE TO A PERSON'S BIRTH CERTIFICATE.",SC S364,test,the petitioner has failed to produce the minimum required documentation to the state registrar of vital statistics . the petitioner must allege that the person for whom delayed certificate of birth is sought was born in this state that no record of birth exists . the petitioner must also include affidavits from licensed physician attesting that the petitioner has undergone gender change procedure . the petitioner must also include description of the evidence presented to the court .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
section as is amended to read local school boards hall in consultation with parents teachers and school administrators adopt policies to promote the involvement of parents in the school districts education program the policies must include procedures recognizing the authority of parent and allowing parent to object to and withdraw the child from standards based assessment or test required by the state recognizing the authority of parent and allowing parent to object to and withdraw the child from an activity class or program gh requiring that except as provided in as and providing for parent notification not less than two weeks before any activity class or program that includes content involving gender identity human reproduction or sexual matters is provided to child the childs parent receive notification not less than two weeks before the activity class or program provide written permission for the child to participate in the activity class or program recognizing the authority of parent and allowing parent to withdraw the child from an activity class program or standards based assessment or test required by the state for religious holiday as defined by the parent providing parent with an opportunity to review the content of an activity class performance standard or program ensuring that when child is absent from an activity class program or standards based assessment or test required by the state under this section the absence is not considered an unlawful absence under as if the childs parent withdrew the child from the activity class program or standards based assessment or test or gave permission for the childs absence requiring written permission from parent before the name or pronoun used by public school to address or refer to the parents child in person on school identification or in school records is changed requiring that parent be informed in writing of the right to pursue legal action against school district if the parents rights have been violated sec as is amended by adding new paragraph to read gender identity means an internal sense of being male female or something else which mayor may not correspond to an individuals sex assigned at birth or sex characteristics sec as is amended by adding new subsections to read ea parent may file civil action against school district for violation of gh policy or procedure adopted under of this section fa school district that knowingly or recklessly violates policy or procedure adopted under of this section is liable to the parent in civil action for civil penalty of not less than and maybe liable for treble damages upon showing of violation established by clear and convincing evidence in this subsection knowingly and recklessly have the meanings given in as sec as is amended to read sec access to school records by parent foster parent or guardian upon request of parent foster parent or guardian of child under years of age who is currently or was previously enrolled in municipal school district or school district that is regional educational attendance area the school district shall provide copy of the childs record when responding to request for records school district or regional educational attendance area may not selectively withhold information regarding childs physical medical or mental health from parent foster parent or guardian unless reasonably prudent person would believe that disclosure of the information would result in child abuse or neglect as defined under as this section does not apply to record of child who is an emancipated minor or record information that consists of the childs address if the school district determines that the release of the childs address poses threat to the health or safety of the child sec as is amended by adding new subsections to read ea class or program involving sex education human reproduction education or human sexuality education may not be taught unless parental notice and permission is provided in accordance with as fa class or program,"This bill adds to the list of parental rights regarding their student(s) participating in activities or classes, specifically activities involving gender identity, human reproduction, or sexual matters. It directs districts to create procedures and timelines for parental notification in order for the parent to opt in to the activity or classes involving gender identity, human reproduction, or sexual matters. In addition, parental consent is required for any name change or pronoun. The bill also provides remedies for parents regarding the violation of these district policies. Additionally, this bill prohibits a school district or regional educational attendance area from selectively withholding information regarding their childs physical, medical, or mental health from parents or legal guardians unless it is determined that the information may result in child abuse or neglect. Finally, the bill requires districts to create policies and procedures to ensure the safety and privacy for students in locker rooms and restrooms by providing a separation by biological sex.",AK HB105,train,section as amended to read local school boards hall in consultation with parents teachers and school administrators adopt policies to promote the involvement of parents in the school districts education program . policies must include procedures recognizing the authority of parent and allowing parent to object to and withdraw the child from an activity class or program gh . fa school district that knowingly or recklessly violates policy or procedure adopted under this section is liable to the parent in civil action for civil penalty of not less than and maybe liable for treble damages upon showing of,0.2,0.30303030303030304,0.2409638506314415,0.0273972602739726,0.042105263157894736,0.03319501597080009,0.16,0.24242424242424243,0.19277107954710418
section section of this act is added to and made apart of or chapter section as used in this section biological sex means the biological indication of male or female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to persons psychological chosen or subjective experience of gender gender means the psychological behavioral social and cultural aspects of being male or female gender transition means the process involving any social legal or physical changes by which person goes from identifying with and living as gender that corresponds to the persons biological sex to identifying with and living as gender different from the persons biological sex and may involve social legal or physical changes physician may not perform any of the following procedures on person under years of age for the purpose of assisting the person with an irreversible gender transition penectomy orchiectomy vaginoplasty clitoroplasty orvulvoplasty for biologically male person or hysterectomy oro oph or ectomy for biologically female person metoidioplasty phalloplasty vaginectomy scrotoplasty or implantation of erection or testicular prostheses for biologically female person augmentation mammoplasty for biologically male person or subcutaneous mastectomy for biologically female person notwithstanding subsection of this section physician may provide the following necessary services and medical treatment to person under years of age services to person born with medically verifiable disorder of sex development including person with external biological sex characteristics that are ir reso lv ably ambiguous such as being born with xx chromosomes with virilization or xy chromosomes with under virilization or having both ovarian and testicular tissue services provided when physician has otherwise diagnosed disorder of sexual development and has determined through genetic or biochemical testing that the person does note matter in boldface type in an amended section is new matter italic and bracketed is existing law to be omitted new sections are in boldface type lc not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action the treatment of any infection injury disease or disorder that has been caused or exacerbated by the performance of gender transition procedure whether or not the gender transition procedure was performed in accordance with state and federal law dany procedure undertaken because the person suffers from physical disorder physical injury or physical illness that would as diagnosed by physician place the person in imminent danger of death or impairment of major bodily function or death unless surgery is performed,This bill prohibits physicians from performing irreversible gender reassignment surgery on minor. Creates exceptions.,OR SB452,test,section section of this act is added to and made apart of or chapter section as used in this section biological sex means the biological indication of male or female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth . physician may not perform any of the following procedures on person under years of age for the purpose of assisting the person with an irreversible gender transition penectomy orchi,0.21428571428571427,0.04838709677419355,0.07894736541551257,0.07692307692307693,0.011764705882352941,0.02040816096418185,0.14285714285714285,0.03225806451612903,0.05263157594182843
section this acts hall be known and maybe cited as the mississippi help not harm act section the following shall be codified as section mississippi code of for purposes of this chapter the following terms shall have the meanings as defined in this section gender means the psychological behavioral social and cultural aspects of being male or female gender reassignment surgery or services means any of the following medical or surgical services performed on an individual for the purpose of attempting to alter the appearance of or affirm an individuals perception of his or her gender or sex if that appearance or perception is inconsistent with the individuals sex prescribing or administering puberty blocking medication to stop or delay normal puberty ii prescribing or administering supra ph sio logic doses of testosterone or other androgens to females prescribing or administering s up rap hy sio logic doses of estrogen to males hb no hr official hr page rf jab iv performing surgeries that sterilize including castration vasectomy hysterectomy oph or ectomy orchiectomy and penectomy performing surgeries that artificially construct tissue with the appearance of genitalia that differs from the individuals sex including metoidioplasty phalloplasty and vaginoplasty or vi removing any healthy or non diseased body part or tissue except for male circumcision sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals psychological chosen or subjective experience of gender section the following shall be codified as section mississippi code of no person shall knowingly perform or provide gender reassignment surgery or services to minor no person shall knowingly engage in conduct that aids or abets in gender reassignment surgery or services being performed on or provided to minor this section may not be construed to impose liability on any speech or conduct protected by federal or state law hb no hr official hr page rf jab any licensed medical professional including but not limited to physician osteopath physician assistant nurse practitioner or nurse who violates the prohibition in subsection or of this sections hall have his or her license in the state of mississippi revoked pursuant to action taken by their respective licensing board for any claim accruing on or after july private cause of action maybe brought against physician osteopath hospital prescribing caregiver clinic and any other healthcare facility for injuries arising out of the course of medical surgical or other professional services related to the performance of gender reassignment surgery or services for any claim accruing on or after july no claim as provided for in subsection of this section maybe brought unless it is filed within thirty years from the date the alleged act occurred the attorney general may bring an action to enforce compliance with this section nothing in this sections hall be construed to deny impair or otherwise affect any right or authority of the attorney general the state or any agency officer or employee of the state to institute or intervene in any proceeding this sections hall not apply to services provided to individuals born with medically verifiable disorder of sex development including hb no hr official hr page rf jab person with external sex characteristics that are ir reso lv ably ambiguous such as an individual born with forty six xx chromosomes with virilization forty six xy chromosomes with under virilization or having both ovarian and testicular tissue services provided to an individual when physician has otherwise diagnosed disorder of sexual development in which the physician has determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action for biological male or biological female the treatment of any infection injury disease or disorder that has been caused or,"This act would be known as the Mississippi help not harm act which prohibits any person from knowingly performing or providing gender reassignment surgery or services to a minor and provides that any licensed medical professional who performs or provides gender reassignment surgery or services to a minor shall have his or her license revoked. The act provides a private cause of action against a physician, osteopath, hospital, prescribing caregiver, clinic and any other health care facility for injuries arising out of the course of medical, surgical or other professional services related to the performance of gender reassignment surgery or services. The act provides that this claim must be brought within thirty years from the date that the alleged act occurred and authorizes the attorney general to bring an action to enforce compliance with this section",MS HB576,train,the following shall be codified as section mississippi code of for purposes of this chapter the following terms shall have the meanings as defined in this section gender means the psychological behavioral aspects of being male or female gender reassignment surgery or services means any of the following medical or surgical services performed on an individual . the following terms shall have the meanings as defined in this section gender means the psychological behavioral social and cultural aspects of being male or female gender reassignment surgery or services means any of the following medical or surgical,0.2235294117647059,0.4634146341463415,0.301587297197027,0.05785123966942149,0.1206896551724138,0.07821228612215625,0.16470588235294117,0.34146341463414637,0.22222221783194765
section new law new section of law to be codified in the oklahoma statutes as section of title unless there is created duplication in numbering reads as follows person under the age of eighteen years is prohibited from undergoing gender reassignment medical treatment in this state ba healthcare professional who intentionally performs gender reassignment medical treatment on person who is under the age of eighteen years is subject to professional discipline by the state board of medical li censure and supervision the state board of osteopathic examiners or the applicable healthcare professional licensing board up to and including suspension or revocation of any license or certification required to practice re no page gender reassignment medical treatment means any healthcare to facilitate the transitioning of patients assigned gender identity on the patients birth certificate to the gender identity experienced and defined by the patient the terms hall include but not be limited to interventions to suppress the development of endogenous secondary sex characteristics interventions to align the patients appearance or physical body with the patients gender identity and interventions to alleviate symptoms of clinically significant distress resulting from gender dys horia as defined in the diagnostic and statistical manual of mental disorders th edition the term does not include behavioral healthcare services such as mental health counseling or medications to treat depression anxiety or similar disorders provided the medication does not have long term altering effects on the gender of minor section this acts hall become effective november dc pm,"This bill prohibits any person under the age of 18 from undergoing gender reassignment medical treatment. The measure provides that any provider found to have violated the provisions of this measure shall be subject to professional discipline by the State Board of Medical Licensure and Supervision, the State Board of Osteopathic Examiners, or the applicable health care professional licensing board, up to and including suspension or revocation of any license or certification required to practice. The measure defines gender reassignment medical treatment.",OK SB252,train,section new law to be codified in the oklahoma statutes as section of title unless there is created duplication in numbering reads as follows person under the age of eighteen years is prohibited from undergoing gender reassignment medical treatment in this state . the term hall includes but not be limited to interventions to suppress the development of endogenous secondary sex characteristics interventions to align the patients appearance or physical body with the patients gender identity . the term does not include behavioral healthcare services such as mental health counseling,0.2857142857142857,0.24615384615384617,0.2644628049450175,0.12162162162162163,0.10714285714285714,0.11392404565294047,0.26785714285714285,0.23076923076923078,0.24793387932518282
section this acts hall be known and maybe cited as the title ix preservation act section the legislature finds and declares that males and females possess unique and immutable biological differences that manifest prior to birth and increase as they age and experience puberty biological differences between the sexes mean that only females are able to get pregnant give birth and breastfeed children hb no hr official hr page mcl abc biological differences between the sexes mean that males are on average bigger stronger and faster than females biological differences between the sexes leave females more physically vulnerable than males to specific forms of violence including sexual violence females have historically suffered from discrimination in education athletics and employment biological differences between the sexes are enduring and may in some circumstances warrant the creation of separate social educational athletic or other spaces in order to ensure safety and or to allow members of each sex to succeed and thrive g inconsistencies in court rulings and policy initiatives with respect to the definitions of sex male female man and woman have led to the endangerment of single sex spaces and resources there by necessitating clarification of certain terms section for the purposes of state law persons sex is defined as his or her biological sex either male or female at birth ba female is an individual whose biological reproductive system is developed to produce ova male is an individual whose biological reproductive system is developed to fertilize the ova of female hb no hr official hr page mcl abc the terms woman and girl refer to human females and the terms man and boy refer to human males and the term mother is defined as parent of the female sex and the term father is defined as parent of the male sex section there are legitimate reasons to distinguish between the sexes with respect to athletics prisons or other detention facilities domestic violence shelters rape crisis centers locker rooms restrooms and other areas where biology safety and or privacy are implicated section policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny which forbids unfair discrimination against similarly situated males and females but allows the law to distinguish between the sexes where such distinctions are substantially related to important governmental objectives section any public school or school district and any state or local agency department or office that collects vital statistics for the purpose of complying with anti discrimination laws or for the purpose of gathering accurate public health crime economic or other data shall identify each individual who is part of the collected data set as either male or female at birth section any person employed by any public school school district state or local agency department or offices hall hb no hr official hr page mcl jab st the title ix preservation act enact not be required to address any other employee or student enrolled with such entity by any pronoun salutation greeting or other terminology that is inconsistent with that persons sex as defined here in public school school district state or local agency department or offices hall not be required to permit an employee or student to dress in manner inconsistent with professional standards of dress generally prevailing in the community for persons of the same sex as defined here in of that person or student section this acts hall take effect and be in force from and after july,"This bill provides that policies and laws that distinguish between the sexes are subject to intermediate constitutional scrutiny and requires any public school, school district, state or local agency, department or office that collects vital statistics for the purpose of complying with anti-discrimination laws or for the purpose of gathering accurate public health, crime, economic or other data to identify each individual who is part of the collected data set as either male or female at birth.",MS HB1074,train,the title ix preservation act section the legislature finds and declares that males and females possess unique and immutable biological differences that manifest prior to birth and increase as they age and experience puberty biological differences between the sexes mean that only females are able to get pregnant give birth and breastfeed children hb no hr official hr page mcl abc biological differences between the sexes leave females more physically vulnerable than males to specific forms of violence .,0.1694915254237288,0.18181818181818182,0.17543859149738394,0.0273972602739726,0.028169014084507043,0.02777777277874318,0.13559322033898305,0.14545454545454545,0.14035087219913836
section ws through are created to read chapter student eligibility in interscholastic activities article participation in female sports definitions as used in this chapter coed or mixed means that team is composed of members of both sexes who traditionally compete together ii interscholastic athletic activity means that student represents the students school in wyoming highschool activities association sanctioned sport school means school consisting of grades seven through twelve or any combination of original senate engrossed file no enrolled act no senate sixty seventh legislature of the state of wyoming general session grades within this range as determined by the plan of organization by the school district board of trustees iv sex means the biological physical condition of being male or female determined by an individuals genetics and anatomy at birth participation in school athletic activities public school or private school that competes against public schools hall expressly designate school athletic activities and teams as one of the following based on sex designated for students of the male sex ii designated for students of the female sex or coed or mixed ba student of the male sex shall not compete and public schools hall not allow student of the male sex to compete in an athletic activity or team designated for students of the female sex ca government entity or licensing or accrediting organizations hall not entertain complaint open an investigation or take any other adverse action against school described in subsection of this section for maintaining separate school athletic activities and teams for students of the females exd nothing in this sections hall be construed to original senate engrossed file no enrolled act no senate sixty seventh legislature of the state of wyoming general session restrict the eligibility of any student to participate in any interscholastic athletic activity designated for students of the male sex or designated as coed or mixed or ii prohibit school from permitting males to trainor practice with an interscholastic athletic activity that is designated for females so long as no female is deprived of roster spot on team or sport opportunity to participate in practice or competition scholarship admission to an educational institution or any other benefit that accompanies participating in the interscholastic athletic activity ea government entity any licensing or any athletic association shall not retaliate or take any adverse action against school for maintaining separate athletic teams or sports for students of the female sex or ii student if the student or the parent or guardian of student requests contested case pursuant to subsection of this section or that reports violation of this section to an employee or representative of the school or athletic association fany student or parent or guardian of student aggrieved by an act of government entity school athletic association or licensing or accrediting organization for failing to enforce the provisions of this act may seek review in accordance with the wyoming administrative procedures act in accordance with ws original senate engrossed file no enrolled act no senate sixty seventh legislature of the state of wyoming general session review of decision of government entity school athletic association or licensing or accrediting organization under this subsections hall be before the state board of education article student eligibility definitions as used in this article athletic association means an association that governs or regulates students participation in an athletic interscholastic activity ii commission means the school activity eligibility commission created in ws female designated means an interscholastic activity that is designated specifically for female students iv gender designated means an interscholastic activity or facility that is designated specifically for female or male students gender identity means as stated in the diagnostic and statistical manual persons gender identity can be shown by providing evidence including but not limited to medical history care or treatment of the gender identity consistent and uniform assertion of the gender identity or the evidence that the gender identity is,"This bill prohibits students of the male sex from competing on a team designated for students of the female sex as specified and prohibits retaliation. The bill provides for an administrative hearing as specified and, alternatively, provides for a commission to determine student eligibility as specified.",WY SF133,train,ws through is created to read chapter student eligibility in interscholastic activities article participation in female sports definitions as used in this chapter coed or mixed means that team is composed of members of both sexes who traditionally compete together . school consisting of grades seven through twelve or any combination of original senate engrossed file no enrolled act no senate sixty seventh legislature of the state of wyoming general session grades within this range as determined by the plan of organization by the,0.25,0.12698412698412698,0.16842104816398903,0.05,0.024691358024691357,0.033057846813742825,0.21875,0.1111111111111111,0.14736841658504168
section section arizona revised statutes is amended to read parental involvement in the school definition each school district governing board in consultation with parents teachers and administrators shall develop and adopt policy to promote the involvement of parents and guardians of children enrolled in the schools within the school district including plan for parent participation in the schools that is designed to improve parent and teacher cooperation in such areas as homework attendance and discipline the plans hall provide for the administration of parent teacher satisfaction survey procedures by which parents may learn about the course of study for their children and review learning materials including the source of any supplemental educational materials beginning january procedures by which parents have access to the schools library collection of available books and materials and parents may receive list of books and materials borrowed from the library by their children the policy must provide that the following are exempt from the procedures prescribed pursuant to this paragraph schools without full time library media specialist or an equivalent position school district libraries that have agreements with county free library districts municipal libraries or other entities pursuant to section subsection procedures by which parents who object to any learning material or activity on the basis that the material or activity is harmful may withdraw their children from the activity or from the class or program in which the material is used objection to learning material or activity on the basis that the material or activity is harmful includes objection to the material or activity because it questions beliefs or practices in sex morality or religion if school district offers any sex education curricula pursuant to section or or pursuant to any rules adopted by the state board of education procedures to prohibit the school district from providing sex education instruction to pupil student unless the pupils students parent provides written permission for the child student to participate in the sex education curricula procedures by which parents will be notified in advance of and given the opportunity to opt their children into any instruction learning materials or presentations regarding sexuality in courses other than formal sex education curricula procedures by which parents may learn about the nature and purpose of clubs and activities that are part of the school curriculum extracurricular clubs and activities that have been approved by the school procedures by which parents may learn about parental rights and responsibilities under the laws of this state including the following the right to opt into sex education curriculum if one is provided by the school district open enrollment rights pursuant to section the right to opt out of assignments pursuant to this section the right to opt out of immunizations pursuant to section the promotion requirements prescribed in section the minimum course of study and competency requirements for graduation from highschool prescribed in section g the right to opt out of instruction on acquired immune deficiency syndrome pursuant to section the right to review test results pursuant to section the right to participate in gifted programs pursuant to section the right to access instructional materials pursuant to section the right to receive school report card pursuant to section the attendance requirements prescribed in sections and the right to public review of courses of study textbooks and library books and materials pursuant to sections and the right to be excused from school attendance for religious purposes pursuant to section policies related to parental involvement pursuant to this section the right to seek membership on school councils pursuant to section information about the student accountability information system as prescribed in section the right to access the failing schools tutoring fund pursuant to section s the right to access all written and electronic records of school district or school district employee concerning the parents child pursuant to section the right to review and request the removal of book,"This bill requires the Arizona Department of Education (ADE) to maintain a list of books that public educational institutions may not use or make available to students, including books that are lewd or sexual, promote gender fluidity or gender pronouns or groom children into normalizing pedophilia. Grants parents the right to request removal of school district (district) or charter school library or classroom materials, extends public review periods for library materials and district textbooks and removes exceptions from district curriculum approval and school library access requirements.",AZ SB1700,test,the policy must provide that the following are exempt from the procedures prescribed by this paragraph schools without full time library media specialist or an equivalent position school district libraries . parents who object to any learning material or activity on the basis that the material or activity is harmful may withdraw their children from the activity or from the class or program in which the material is used objection to the material or activity . the policy must provide that the following are exempt from the procedures prescribed by this paragraph schools without full time library media specialist or an equivalent position school district libraries .,0.1875,0.24,0.2105263108648816,0.012048192771084338,0.015384615384615385,0.013513508587474403,0.140625,0.18,0.15789473191751324
section section is amended to read chapter healthcare administration and assistance part healthcare assistance definitions reserved as used in this chapter applicant means any person who requests assistance under the medical programs of the state cms means the centers for medicare and medicaid services within the united states department of health and human services division means the division of integrated healthcare within the department established under section enrol lee or member means an individual whom the department has determined to be eligible for assistance under the medicaid program medicaid program means the state program for medical assistance for persons enrolled copy who are eligible under the state plan adopted pursuant to title xix of the federal social security act medical assistance means services furnished or payments made to or on behalf of member passenger vehicle means self propelled two axle vehicle intended primarily for operation on highways and used by an applicant or recipient to meet basic transportation needs and has fair market value below of the applicable amount of the federal luxury passenger automobile tax established in us csec and adjusted annually for inflation passenger vehicle does not include commercial vehicle as defined in section ii an off highway vehicle as defined in section or motor home as defined in section paca means the same as that term is defined in section recipient means person who has received medical assistance under the medicaid program section section which is renumbered from section is renumbered and amended to read division creation there is created within the department the division of medicaid and health financing integrated healthcare which shall be responsible for implementing organizing and maintaining the medicaid program and the childrens health insurance program established in section in accordance with the provisions of this chapter and applicable federal law section section which is renumbered from section is renumbered and amended to read state medicaid director appointment enrolled copy responsibilities the state medicaid director shall be appointed by the governor after consultation with the executive director with the advice and consent of the senate the state medicaid director may employ other employees as necessary to implement the provisions of this chapter and shall administer the responsibilities of the division asset forth in this chapter bad minister the divisions budget and establish and maintain state plan for the medicaid program in compliance with federal law and regulations section section which is renumbered from section is renumbered and amended to read division responsibilities emphasis periodic assessment in accordance with the requirements of title xix of the social security act and applicable federal regulations the division is responsible for the effective and impartial administration of this chapter in an efficient economical manner the division shall establish on statewide basis program to safeguard against unnecessary or inappropriate use of medicaid services excessive payments and unnecessary or inappropriate hospital admissions or lengths of stay deny any provider claim for services that fail to meet criteria established by the division concerning medical necessity or appropriateness and place its emphasis on high quality care to recipients in the most economical and cost effective manner possible with regard to both publicly and privately provided services the division shall implement and utilize cost containment methods where possible which may include prepayment and post payment review systems to determine if utilization is reasonable and necessary enrolled copy pre admission certification of non emergency admissions mandatory outpatient rather than inpatient surgery inappropriate cases second surgical opinions procedures for encouraging the use of outpatient services consistent with sections and medicaid drug program g coordination of benefits and review and exclusion of providers who are not cost effective or who have abused the medicaid program in accordance with the procedures and provisions of federal law and regulation the state medicaid director shall periodically assess the cost effectiveness and health implications of the existing medicaid program and consider alternative approaches to the provision of covered health,"This bill recodifies provisions regarding health care administration and assistance and vital statistics, health data, and the Utah Medical Examiner. The bill also makes technical and corresponding changes.",UT SB39,train,the division of medicaid and health financing integrated healthcare is responsible for implementing and maintaining the medicaid program and the childrens health insurance program established in section . the division is responsible for the effective and impartial administration of this chapter in an efficient economical manner . the division shall establish on statewide basis program to safeguard against unnecessary or inappropriate use of medicaid services excessive payments and unnecessary or inappropriate hospital admissions or length of stay deny any provider claim for services that fail to meet criteria established by the division concerning medical necessity or appropriateness .,0.17391304347826086,0.06557377049180328,0.09523809126133803,0.037037037037037035,0.011627906976744186,0.017699111407315334,0.13043478260869565,0.04918032786885246,0.07142856745181428
section this acts hall be known and maybe cited as the families rights and responsibilities act of section as used in this act the following terms shall have the meaning ascribed in this section unless context of usage requires otherwise hb no hr official hr page dj jab child means an individual under the age of eighteen the term does not include any child who has been adjudicated as legally emancipated minor in accordance with state law by court of competent jurisdiction curriculum includes all textbooks reading materials handouts videos presentations digital materials websites online applications digital applications for phone laptop or tablet questionnaires surveys or other written or electronic materials that have been or will be assigned distributed or otherwise presented physically or virtually to students in class or course educational records includes attendance records test scores of school administered tests and statewide assessments grades extracurricular activity or club participation email accounts online or virtual accounts or data disciplinary records counseling records psychological records applications for admission health and immunization information including any medical records maintained by health clinic or medical facility operated or controlled by the school district or located on district property teacher and counselor evaluations and reports of behavioral patterns parent means biological parent of child an adoptive parent of child or an individual who has been granted exclusive right guardianship and authority over the welfare of child understate law hb no hr official hr page dj be substantial burden means any action that directly or indirectly constrains inhibits curtails or denies the right of parent to direct the upbringing education healthcare and mental health of that parents child or compels any action contrary to the right of parent to direct the upbringing education healthcare and mental health of that parents child the term includes but is not limited to withholding benefits assessing criminal civil or administrative penalties or damages or exclusion from governmental assistance programs section parental rights are fundamental the liberty of parent to direct the upbringing education healthcare and mental health of that parents child is fundamental right except as otherwise provided by statute this state any political subdivision of this state or any other governmental entity shall not substantially burden the fundamental right of parent to direct the upbringing education healthcare and mental health of that parents child without demonstrating that the burden is required by compelling governmental interest of the highest order as applied to the parent and the child and is the least restrictive means of furthering that compelling governmental interest section rights and responsibilities all parental rights are exclusively reserved to parent of child without obstruction by or interference from this state hb no hr official hr page dj jab any political subdivision of this state any other governmental entity or any other institution including without limitation the following rights and responsibilities to direct the education of the child including the right to choose public private religious or home schools and the right to make reasonable choices within public schools for the education of the child to access and review all written and electronic educational records relating to the child that are controlled by or in the possession of school to direct the upbringing of the child to direct the moral or religious training of the child to make and consent in writing to all physical and mental healthcare decisions for the child to access and review all health and medical records of the child g to consent in writing before biometrics can of the child is made shared or stored to consent in writing before any record of the childs blood or deoxyribonucleic acid dna is created stored or shared unless authorized pursuant to court order to consent in writing before any governmental entity makes video or voice recording of the child unless the video or voice recording is made during or as apart of hb no hr,"This bill establishes the ""families' rights and responsibilities act of 2023 to establish that a parent's liberty to direct the upbringing, education, health care and mental health of his or her child is a fundamental right. The bill prohibits the state or any political subdivision thereof from substantially burdening a parent's fundamental right without demonstrating that the burden is required by a compelling governmental interest. The bill provides that all parental rights are exclusively reserved to a parent of a child without obstruction by or interference from the state or any political subdivision thereof. The bill prohibits employees of this state and any political subdivision thereof, except for law enforcement personnel, from encouraging or coercing a child to withhold information from the child's parent. The bill further prohibits such employees from withholding information that is relevant to a child's physical, emotional or mental health from a child's parent. The bill requires the board of education of a school district to develop and adopt a policy to promote the involvement of parents of children enrolled in the district's schools.",MS HB1489,train,the term does not include any child who has been adjudicated as legally emancipated minor in accordance with state law by court of competent jurisdiction curriculum includes all textbooks reading materials handouts videos presentations digital materials websites online applications digital applications for phone laptop or tablet questionnaires surveys or other written or electronic materials that have been or will be assigned distributed or otherwise presented to students in class or course educational records includes attendance records test scores of school administered tests and grade extracurricular activity or club participation email accounts or data disciplinary records counseling records psychological records,0.16304347826086957,0.1875,0.1744185996755004,0.0,0.0,0.0,0.11956521739130435,0.1375,0.12790697176852373
